inventory_key,date_key,sku_key,store_key,stock_on_hand,stock_in_transit,allocated_stock,stock_out_flag,days_out_of_stock
82,20260226,82,1,265,0,13,False,0
83,20260226,83,1,245,0,12,False,0
84,20260226,84,1,184,0,9,False,0
85,20260226,85,1,114,0,5,False,0
86,20260226,86,1,107,0,5,False,0
87,20260226,87,1,259,0,12,False,0
88,20260226,88,1,171,0,8,False,0
89,20260226,89,1,223,0,11,False,0
90,20260226,90,1,135,0,6,False,0
91,20260226,91,1,200,0,10,False,0
92,20260226,92,1,270,0,13,False,0
93,20260226,93,1,155,0,7,False,0
94,20260226,94,1,187,0,9,False,0
95,20260226,95,1,172,0,8,False,0
96,20260226,96,1,184,0,9,False,0
97,20260226,97,1,121,0,6,False,0
98,20260226,98,1,120,0,6,False,0
99,20260226,99,1,278,0,13,False,0
100,20260226,100,1,120,0,6,False,0
101,20260226,101,1,150,0,7,False,0
102,20260226,102,1,291,0,14,False,0
103,20260226,103,1,110,0,5,False,0
104,20260226,104,1,289,0,14,False,0
105,20260226,105,1,151,0,7,False,0
106,20260226,106,1,268,0,13,False,0
107,20260226,107,1,233,0,11,False,0
108,20260226,108,1,229,0,11,False,0
109,20260226,109,1,150,0,7,False,0
110,20260226,110,1,284,0,14,False,0
111,20260226,111,1,223,0,11,False,0
112,20260226,112,1,254,0,12,False,0
113,20260226,113,1,236,0,11,False,0
114,20260226,114,1,119,0,5,False,0
115,20260226,115,1,217,0,10,False,0
116,20260226,116,1,158,0,7,False,0
117,20260226,117,1,262,0,13,False,0
118,20260226,118,1,231,0,11,False,0
119,20260226,119,1,190,0,9,False,0
120,20260226,120,1,282,0,14,False,0
121,20260226,121,1,200,0,10,False,0
122,20260226,122,1,180,0,9,False,0
123,20260226,123,1,139,0,6,False,0
124,20260226,124,1,116,0,5,False,0
125,20260226,125,1,136,0,6,False,0
126,20260226,126,1,291,0,14,False,0
127,20260226,127,1,291,0,14,False,0
128,20260226,128,1,279,0,13,False,0
129,20260226,129,1,218,0,10,False,0
130,20260226,130,1,198,0,9,False,0
131,20260226,131,1,110,0,5,False,0
132,20260226,132,1,278,0,13,False,0
133,20260226,133,1,229,0,11,False,0
134,20260226,134,1,127,0,6,False,0
135,20260226,135,1,213,0,10,False,0
136,20260226,136,1,212,0,10,False,0
137,20260226,137,1,241,0,12,False,0
138,20260226,138,1,268,0,13,False,0
139,20260226,139,1,160,0,8,False,0
140,20260226,140,1,109,0,5,False,0
141,20260226,141,1,237,0,11,False,0
142,20260226,142,1,286,0,14,False,0
143,20260226,143,1,194,0,9,False,0
144,20260226,144,1,293,0,14,False,0
145,20260226,145,1,237,0,11,False,0
146,20260226,146,1,140,0,7,False,0
147,20260226,147,1,231,0,11,False,0
148,20260226,148,1,134,0,6,False,0
149,20260226,149,1,109,0,5,False,0
150,20260226,150,1,156,0,7,False,0
151,20260226,1,2,266,0,13,False,0
152,20260226,2,2,105,0,5,False,0
153,20260226,3,2,154,0,7,False,0
154,20260226,4,2,190,0,9,False,0
155,20260226,5,2,256,0,12,False,0
156,20260226,6,2,276,0,13,False,0
157,20260226,7,2,233,0,11,False,0
158,20260226,8,2,179,0,8,False,0
159,20260226,9,2,208,0,10,False,0
160,20260226,10,2,243,0,12,False,0
161,20260226,11,2,119,0,5,False,0
162,20260226,12,2,242,0,12,False,0
163,20260226,13,2,282,0,14,False,0
164,20260226,14,2,297,0,14,False,0
165,20260226,15,2,269,0,13,False,0
166,20260226,16,2,242,0,12,False,0
167,20260226,17,2,100,0,5,False,0
168,20260226,18,2,176,0,8,False,0
169,20260226,19,2,291,0,14,False,0
170,20260226,20,2,99,0,4,False,0
171,20260226,21,2,203,0,10,False,0
172,20260226,22,2,139,0,6,False,0
173,20260226,23,2,158,0,7,False,0
174,20260226,24,2,231,0,11,False,0
175,20260226,25,2,274,0,13,False,0
176,20260226,26,2,261,0,13,False,0
177,20260226,27,2,141,0,7,False,0
178,20260226,28,2,167,0,8,False,0
179,20260226,29,2,156,0,7,False,0
180,20260226,30,2,170,0,8,False,0
181,20260226,31,2,124,0,6,False,0
182,20260226,32,2,226,0,11,False,0
183,20260226,33,2,236,0,11,False,0
184,20260226,34,2,177,0,8,False,0
185,20260226,35,2,247,0,12,False,0
186,20260226,36,2,164,0,8,False,0
187,20260226,37,2,128,0,6,False,0
188,20260226,38,2,287,0,14,False,0
189,20260226,39,2,175,0,8,False,0
190,20260226,40,2,126,0,6,False,0
191,20260226,41,2,263,0,13,False,0
192,20260226,42,2,138,0,6,False,0
193,20260226,43,2,214,0,10,False,0
194,20260226,44,2,238,0,11,False,0
195,20260226,45,2,280,0,14,False,0
196,20260226,46,2,219,0,10,False,0
197,20260226,47,2,144,0,7,False,0
198,20260226,48,2,284,0,14,False,0
199,20260226,49,2,144,0,7,False,0
200,20260226,50,2,170,0,8,False,0
201,20260226,51,2,156,0,7,False,0
202,20260226,52,2,266,0,13,False,0
203,20260226,53,2,294,0,14,False,0
204,20260226,54,2,178,0,8,False,0
205,20260226,55,2,205,0,10,False,0
206,20260226,56,2,161,0,8,False,0
207,20260226,57,2,196,0,9,False,0
208,20260226,58,2,251,0,12,False,0
209,20260226,59,2,118,0,5,False,0
210,20260226,60,2,277,0,13,False,0
211,20260226,61,2,161,0,8,False,0
212,20260226,62,2,225,0,11,False,0
213,20260226,63,2,288,0,14,False,0
214,20260226,64,2,241,0,12,False,0
215,20260226,65,2,263,0,13,False,0
216,20260226,66,2,212,0,10,False,0
217,20260226,67,2,216,0,10,False,0
218,20260226,68,2,290,0,14,False,0
219,20260226,69,2,237,0,11,False,0
220,20260226,70,2,163,0,8,False,0
221,20260226,71,2,233,0,11,False,0
222,20260226,72,2,157,0,7,False,0
223,20260226,73,2,159,0,7,False,0
224,20260226,74,2,176,0,8,False,0
225,20260226,75,2,161,0,8,False,0
226,20260226,76,2,203,0,10,False,0
227,20260226,77,2,157,0,7,False,0
228,20260226,78,2,232,0,11,False,0
229,20260226,79,2,281,0,14,False,0
230,20260226,80,2,279,0,13,False,0
231,20260226,81,2,150,0,7,False,0
232,20260226,82,2,222,0,11,False,0
233,20260226,83,2,166,0,8,False,0
234,20260226,84,2,127,0,6,False,0
235,20260226,85,2,171,0,8,False,0
236,20260226,86,2,101,0,5,False,0
237,20260226,87,2,207,0,10,False,0
238,20260226,88,2,107,0,5,False,0
239,20260226,89,2,175,0,8,False,0
240,20260226,90,2,149,0,7,False,0
241,20260226,91,2,257,0,12,False,0
242,20260226,92,2,141,0,7,False,0
243,20260226,93,2,257,0,12,False,0
244,20260226,94,2,139,0,6,False,0
245,20260226,95,2,125,0,6,False,0
246,20260226,96,2,244,0,12,False,0
247,20260226,97,2,180,0,9,False,0
248,20260226,98,2,102,0,5,False,0
249,20260226,99,2,159,0,7,False,0
250,20260226,100,2,140,0,7,False,0
251,20260226,101,2,297,0,14,False,0
252,20260226,102,2,299,0,14,False,0
253,20260226,103,2,211,0,10,False,0
254,20260226,104,2,271,0,13,False,0
255,20260226,105,2,245,0,12,False,0
256,20260226,106,2,192,0,9,False,0
257,20260226,107,2,114,0,5,False,0
258,20260226,108,2,289,0,14,False,0
259,20260226,109,2,282,0,14,False,0
260,20260226,110,2,246,0,12,False,0
261,20260226,111,2,173,0,8,False,0
262,20260226,112,2,154,0,7,False,0
263,20260226,113,2,119,0,5,False,0
264,20260226,114,2,173,0,8,False,0
265,20260226,115,2,242,0,12,False,0
266,20260226,116,2,156,0,7,False,0
267,20260226,117,2,178,0,8,False,0
268,20260226,118,2,234,0,11,False,0
269,20260226,119,2,194,0,9,False,0
270,20260226,120,2,294,0,14,False,0
271,20260226,121,2,190,0,9,False,0
272,20260226,122,2,194,0,9,False,0
273,20260226,123,2,152,0,7,False,0
274,20260226,124,2,144,0,7,False,0
275,20260226,125,2,218,0,10,False,0
276,20260226,126,2,231,0,11,False,0
277,20260226,127,2,137,0,6,False,0
278,20260226,128,2,120,0,6,False,0
279,20260226,129,2,103,0,5,False,0
280,20260226,130,2,160,0,8,False,0
281,20260226,131,2,119,0,5,False,0
282,20260226,132,2,227,0,11,False,0
283,20260226,133,2,279,0,13,False,0
284,20260226,134,2,201,0,10,False,0
285,20260226,135,2,204,0,10,False,0
286,20260226,136,2,134,0,6,False,0
287,20260226,137,2,230,0,11,False,0
288,20260226,138,2,269,0,13,False,0
289,20260226,139,2,202,0,10,False,0
290,20260226,140,2,218,0,10,False,0
291,20260226,141,2,288,0,14,False,0
292,20260226,142,2,293,0,14,False,0
293,20260226,143,2,123,0,6,False,0
294,20260226,144,2,284,0,14,False,0
295,20260226,145,2,292,0,14,False,0
296,20260226,146,2,106,0,5,False,0
297,20260226,147,2,244,0,12,False,0
298,20260226,148,2,164,0,8,False,0
299,20260226,149,2,277,0,13,False,0
300,20260226,150,2,119,0,5,False,0
301,20260226,1,3,298,0,14,False,0
302,20260226,2,3,294,0,14,False,0
303,20260226,3,3,242,0,12,False,0
304,20260226,4,3,221,0,11,False,0
305,20260226,5,3,215,0,10,False,0
306,20260226,6,3,174,0,8,False,0
307,20260226,7,3,187,0,9,False,0
308,20260226,8,3,222,0,11,False,0
309,20260226,9,3,100,0,5,False,0
310,20260226,10,3,274,0,13,False,0
311,20260226,11,3,235,0,11,False,0
312,20260226,12,3,183,0,9,False,0
313,20260226,13,3,291,0,14,False,0
314,20260226,14,3,123,0,6,False,0
315,20260226,15,3,235,0,11,False,0
316,20260226,16,3,100,0,5,False,0
317,20260226,17,3,112,0,5,False,0
318,20260226,18,3,242,0,12,False,0
319,20260226,19,3,243,0,12,False,0
320,20260226,20,3,188,0,9,False,0
321,20260226,21,3,272,0,13,False,0
322,20260226,22,3,214,0,10,False,0
323,20260226,23,3,240,0,12,False,0
324,20260226,24,3,257,0,12,False,0
325,20260226,25,3,178,0,8,False,0
326,20260226,26,3,228,0,11,False,0
327,20260226,27,3,130,0,6,False,0
328,20260226,28,3,295,0,14,False,0
329,20260226,29,3,181,0,9,False,0
330,20260226,30,3,242,0,12,False,0
331,20260226,31,3,140,0,7,False,0
332,20260226,32,3,102,0,5,False,0
333,20260226,33,3,106,0,5,False,0
334,20260226,34,3,209,0,10,False,0
335,20260226,35,3,150,0,7,False,0
336,20260226,36,3,223,0,11,False,0
337,20260226,37,3,227,0,11,False,0
338,20260226,38,3,289,0,14,False,0
339,20260226,39,3,144,0,7,False,0
340,20260226,40,3,268,0,13,False,0
341,20260226,41,3,119,0,5,False,0
342,20260226,42,3,222,0,11,False,0
343,20260226,43,3,286,0,14,False,0
344,20260226,44,3,103,0,5,False,0
345,20260226,45,3,238,0,11,False,0
346,20260226,46,3,166,0,8,False,0
347,20260226,47,3,267,0,13,False,0
348,20260226,48,3,227,0,11,False,0
349,20260226,49,3,195,0,9,False,0
350,20260226,50,3,117,0,5,False,0
351,20260226,51,3,276,0,13,False,0
352,20260226,52,3,144,0,7,False,0
353,20260226,53,3,149,0,7,False,0
354,20260226,54,3,288,0,14,False,0
355,20260226,55,3,268,0,13,False,0
356,20260226,56,3,182,0,9,False,0
357,20260226,57,3,128,0,6,False,0
358,20260226,58,3,288,0,14,False,0
359,20260226,59,3,192,0,9,False,0
360,20260226,60,3,275,0,13,False,0
361,20260226,61,3,212,0,10,False,0
362,20260226,62,3,269,0,13,False,0
363,20260226,63,3,204,0,10,False,0
364,20260226,64,3,162,0,8,False,0
365,20260226,65,3,153,0,7,False,0
366,20260226,66,3,221,0,11,False,0
367,20260226,67,3,215,0,10,False,0
368,20260226,68,3,232,0,11,False,0
369,20260226,69,3,249,0,12,False,0
370,20260226,70,3,227,0,11,False,0
371,20260226,71,3,276,0,13,False,0
372,20260226,72,3,148,0,7,False,0
373,20260226,73,3,208,0,10,False,0
374,20260226,74,3,157,0,7,False,0
375,20260226,75,3,210,0,10,False,0
376,20260226,76,3,256,0,12,False,0
377,20260226,77,3,100,0,5,False,0
378,20260226,78,3,164,0,8,False,0
379,20260226,79,3,212,0,10,False,0
380,20260226,80,3,265,0,13,False,0
381,20260226,81,3,186,0,9,False,0
382,20260226,82,3,127,0,6,False,0
383,20260226,83,3,274,0,13,False,0
384,20260226,84,3,214,0,10,False,0
385,20260226,85,3,298,0,14,False,0
386,20260226,86,3,298,0,14,False,0
387,20260226,87,3,120,0,6,False,0
388,20260226,88,3,263,0,13,False,0
389,20260226,89,3,258,0,12,False,0
390,20260226,90,3,166,0,8,False,0
391,20260226,91,3,106,0,5,False,0
392,20260226,92,3,171,0,8,False,0
393,20260226,93,3,284,0,14,False,0
394,20260226,94,3,169,0,8,False,0
395,20260226,95,3,252,0,12,False,0
396,20260226,96,3,108,0,5,False,0
397,20260226,97,3,154,0,7,False,0
398,20260226,98,3,189,0,9,False,0
399,20260226,99,3,236,0,11,False,0
400,20260226,100,3,192,0,9,False,0
401,20260226,101,3,276,0,13,False,0
402,20260226,102,3,254,0,12,False,0
403,20260226,103,3,139,0,6,False,0
404,20260226,104,3,233,0,11,False,0
405,20260226,105,3,197,0,9,False,0
406,20260226,106,3,274,0,13,False,0
407,20260226,107,3,249,0,12,False,0
408,20260226,108,3,297,0,14,False,0
409,20260226,109,3,170,0,8,False,0
410,20260226,110,3,290,0,14,False,0
411,20260226,111,3,267,0,13,False,0
412,20260226,112,3,277,0,13,False,0
413,20260226,113,3,166,0,8,False,0
414,20260226,114,3,171,0,8,False,0
415,20260226,115,3,165,0,8,False,0
416,20260226,116,3,172,0,8,False,0
417,20260226,117,3,239,0,11,False,0
418,20260226,118,3,245,0,12,False,0
419,20260226,119,3,213,0,10,False,0
420,20260226,120,3,293,0,14,False,0
421,20260226,121,3,122,0,6,False,0
422,20260226,122,3,103,0,5,False,0
423,20260226,123,3,260,0,13,False,0
424,20260226,124,3,142,0,7,False,0
425,20260226,125,3,290,0,14,False,0
426,20260226,126,3,230,0,11,False,0
427,20260226,127,3,202,0,10,False,0
428,20260226,128,3,227,0,11,False,0
429,20260226,129,3,244,0,12,False,0
430,20260226,130,3,274,0,13,False,0
431,20260226,131,3,181,0,9,False,0
432,20260226,132,3,224,0,11,False,0
433,20260226,133,3,248,0,12,False,0
434,20260226,134,3,288,0,14,False,0
435,20260226,135,3,140,0,7,False,0
436,20260226,136,3,185,0,9,False,0
437,20260226,137,3,161,0,8,False,0
438,20260226,138,3,287,0,14,False,0
439,20260226,139,3,148,0,7,False,0
440,20260226,140,3,276,0,13,False,0
441,20260226,141,3,282,0,14,False,0
442,20260226,142,3,215,0,10,False,0
443,20260226,143,3,105,0,5,False,0
444,20260226,144,3,175,0,8,False,0
445,20260226,145,3,248,0,12,False,0
446,20260226,146,3,119,0,5,False,0
447,20260226,147,3,137,0,6,False,0
448,20260226,148,3,148,0,7,False,0
449,20260226,149,3,276,0,13,False,0
450,20260226,150,3,264,0,13,False,0
451,20260226,1,4,176,0,8,False,0
452,20260226,2,4,141,0,7,False,0
453,20260226,3,4,193,0,9,False,0
454,20260226,4,4,232,0,11,False,0
455,20260226,5,4,205,0,10,False,0
456,20260226,6,4,259,0,12,False,0
457,20260226,7,4,133,0,6,False,0
458,20260226,8,4,127,0,6,False,0
459,20260226,9,4,121,0,6,False,0
460,20260226,10,4,275,0,13,False,0
461,20260226,11,4,163,0,8,False,0
462,20260226,12,4,174,0,8,False,0
463,20260226,13,4,256,0,12,False,0
464,20260226,14,4,218,0,10,False,0
465,20260226,15,4,117,0,5,False,0
466,20260226,16,4,152,0,7,False,0
467,20260226,17,4,288,0,14,False,0
468,20260226,18,4,280,0,14,False,0
469,20260226,19,4,171,0,8,False,0
470,20260226,20,4,254,0,12,False,0
471,20260226,21,4,190,0,9,False,0
472,20260226,22,4,252,0,12,False,0
473,20260226,23,4,284,0,14,False,0
474,20260226,24,4,102,0,5,False,0
475,20260226,25,4,217,0,10,False,0
476,20260226,26,4,106,0,5,False,0
477,20260226,27,4,226,0,11,False,0
478,20260226,28,4,238,0,11,False,0
479,20260226,29,4,183,0,9,False,0
480,20260226,30,4,148,0,7,False,0
481,20260226,31,4,246,0,12,False,0
482,20260226,32,4,110,0,5,False,0
483,20260226,33,4,280,0,14,False,0
484,20260226,34,4,170,0,8,False,0
485,20260226,35,4,248,0,12,False,0
486,20260226,36,4,147,0,7,False,0
487,20260226,37,4,210,0,10,False,0
488,20260226,38,4,184,0,9,False,0
489,20260226,39,4,243,0,12,False,0
490,20260226,40,4,229,0,11,False,0
491,20260226,41,4,156,0,7,False,0
492,20260226,42,4,196,0,9,False,0
493,20260226,43,4,133,0,6,False,0
494,20260226,44,4,261,0,13,False,0
495,20260226,45,4,152,0,7,False,0
496,20260226,46,4,294,0,14,False,0
497,20260226,47,4,144,0,7,False,0
498,20260226,48,4,184,0,9,False,0
499,20260226,49,4,262,0,13,False,0
500,20260226,50,4,204,0,10,False,0
501,20260226,51,4,252,0,12,False,0
502,20260226,52,4,277,0,13,False,0
503,20260226,53,4,186,0,9,False,0
504,20260226,54,4,244,0,12,False,0
505,20260226,55,4,198,0,9,False,0
506,20260226,56,4,256,0,12,False,0
507,20260226,57,4,142,0,7,False,0
508,20260226,58,4,233,0,11,False,0
509,20260226,59,4,142,0,7,False,0
510,20260226,60,4,237,0,11,False,0
511,20260226,61,4,259,0,12,False,0
512,20260226,62,4,110,0,5,False,0
513,20260226,63,4,293,0,14,False,0
514,20260226,64,4,181,0,9,False,0
515,20260226,65,4,197,0,9,False,0
516,20260226,66,4,132,0,6,False,0
517,20260226,67,4,269,0,13,False,0
518,20260226,68,4,230,0,11,False,0
519,20260226,69,4,248,0,12,False,0
520,20260226,70,4,116,0,5,False,0
521,20260226,71,4,179,0,8,False,0
522,20260226,72,4,139,0,6,False,0
523,20260226,73,4,122,0,6,False,0
524,20260226,74,4,261,0,13,False,0
525,20260226,75,4,281,0,14,False,0
526,20260226,76,4,243,0,12,False,0
527,20260226,77,4,144,0,7,False,0
528,20260226,78,4,121,0,6,False,0
529,20260226,79,4,209,0,10,False,0
530,20260226,80,4,126,0,6,False,0
531,20260226,81,4,237,0,11,False,0
532,20260226,82,4,247,0,12,False,0
533,20260226,83,4,117,0,5,False,0
534,20260226,84,4,225,0,11,False,0
535,20260226,85,4,200,0,10,False,0
536,20260226,86,4,253,0,12,False,0
537,20260226,87,4,128,0,6,False,0
538,20260226,88,4,101,0,5,False,0
539,20260226,89,4,196,0,9,False,0
540,20260226,90,4,238,0,11,False,0
541,20260226,91,4,107,0,5,False,0
542,20260226,92,4,103,0,5,False,0
543,20260226,93,4,176,0,8,False,0
544,20260226,94,4,210,0,10,False,0
545,20260226,95,4,206,0,10,False,0
546,20260226,96,4,261,0,13,False,0
547,20260226,97,4,210,0,10,False,0
548,20260226,98,4,295,0,14,False,0
549,20260226,99,4,264,0,13,False,0
550,20260226,100,4,229,0,11,False,0
551,20260226,101,4,226,0,11,False,0
552,20260226,102,4,230,0,11,False,0
553,20260226,103,4,146,0,7,False,0
554,20260226,104,4,291,0,14,False,0
555,20260226,105,4,266,0,13,False,0
556,20260226,106,4,216,0,10,False,0
557,20260226,107,4,269,0,13,False,0
558,20260226,108,4,222,0,11,False,0
559,20260226,109,4,150,0,7,False,0
560,20260226,110,4,160,0,8,False,0
561,20260226,111,4,262,0,13,False,0
562,20260226,112,4,290,0,14,False,0
563,20260226,113,4,271,0,13,False,0
564,20260226,114,4,227,0,11,False,0
565,20260226,115,4,128,0,6,False,0
566,20260226,116,4,159,0,7,False,0
567,20260226,117,4,249,0,12,False,0
568,20260226,118,4,256,0,12,False,0
569,20260226,119,4,181,0,9,False,0
570,20260226,120,4,248,0,12,False,0
571,20260226,121,4,103,0,5,False,0
572,20260226,122,4,287,0,14,False,0
573,20260226,123,4,177,0,8,False,0
574,20260226,124,4,269,0,13,False,0
575,20260226,125,4,119,0,5,False,0
576,20260226,126,4,262,0,13,False,0
577,20260226,127,4,220,0,11,False,0
578,20260226,128,4,283,0,14,False,0
579,20260226,129,4,257,0,12,False,0
580,20260226,130,4,267,0,13,False,0
581,20260226,131,4,280,0,14,False,0
582,20260226,132,4,181,0,9,False,0
583,20260226,133,4,251,0,12,False,0
584,20260226,134,4,279,0,13,False,0
585,20260226,135,4,235,0,11,False,0
586,20260226,136,4,208,0,10,False,0
587,20260226,137,4,185,0,9,False,0
588,20260226,138,4,205,0,10,False,0
589,20260226,139,4,211,0,10,False,0
590,20260226,140,4,106,0,5,False,0
591,20260226,141,4,167,0,8,False,0
592,20260226,142,4,123,0,6,False,0
593,20260226,143,4,178,0,8,False,0
594,20260226,144,4,129,0,6,False,0
595,20260226,145,4,281,0,14,False,0
596,20260226,146,4,273,0,13,False,0
597,20260226,147,4,160,0,8,False,0
598,20260226,148,4,118,0,5,False,0
599,20260226,149,4,179,0,8,False,0
600,20260226,150,4,119,0,5,False,0
601,20260226,1,5,189,0,9,False,0
602,20260226,2,5,137,0,6,False,0
603,20260226,3,5,274,0,13,False,0
604,20260226,4,5,141,0,7,False,0
605,20260226,5,5,180,0,9,False,0
606,20260226,6,5,246,0,12,False,0
607,20260226,7,5,178,0,8,False,0
608,20260226,8,5,123,0,6,False,0
609,20260226,9,5,229,0,11,False,0
610,20260226,10,5,300,0,15,False,0
611,20260226,11,5,174,0,8,False,0
612,20260226,12,5,254,0,12,False,0
613,20260226,13,5,242,0,12,False,0
614,20260226,14,5,137,0,6,False,0
615,20260226,15,5,102,0,5,False,0
616,20260226,16,5,195,0,9,False,0
617,20260226,17,5,229,0,11,False,0
618,20260226,18,5,139,0,6,False,0
619,20260226,19,5,200,0,10,False,0
620,20260226,20,5,121,0,6,False,0
621,20260226,21,5,210,0,10,False,0
622,20260226,22,5,288,0,14,False,0
623,20260226,23,5,137,0,6,False,0
624,20260226,24,5,266,0,13,False,0
625,20260226,25,5,183,0,9,False,0
626,20260226,26,5,220,0,11,False,0
627,20260226,27,5,235,0,11,False,0
628,20260226,28,5,223,0,11,False,0
629,20260226,29,5,118,0,5,False,0
630,20260226,30,5,127,0,6,False,0
631,20260226,31,5,130,0,6,False,0
632,20260226,32,5,120,0,6,False,0
633,20260226,33,5,112,0,5,False,0
634,20260226,34,5,280,0,14,False,0
635,20260226,35,5,173,0,8,False,0
636,20260226,36,5,199,0,9,False,0
637,20260226,37,5,116,0,5,False,0
638,20260226,38,5,258,0,12,False,0
639,20260226,39,5,295,0,14,False,0
640,20260226,40,5,273,0,13,False,0
641,20260226,41,5,109,0,5,False,0
642,20260226,42,5,203,0,10,False,0
643,20260226,43,5,257,0,12,False,0
644,20260226,44,5,107,0,5,False,0
645,20260226,45,5,114,0,5,False,0
646,20260226,46,5,180,0,9,False,0
647,20260226,47,5,129,0,6,False,0
648,20260226,48,5,161,0,8,False,0
649,20260226,49,5,236,0,11,False,0
650,20260226,50,5,235,0,11,False,0
651,20260226,51,5,270,0,13,False,0
652,20260226,52,5,240,0,12,False,0
653,20260226,53,5,214,0,10,False,0
654,20260226,54,5,229,0,11,False,0
655,20260226,55,5,270,0,13,False,0
656,20260226,56,5,196,0,9,False,0
657,20260226,57,5,293,0,14,False,0
658,20260226,58,5,147,0,7,False,0
659,20260226,59,5,133,0,6,False,0
660,20260226,60,5,102,0,5,False,0
661,20260226,61,5,165,0,8,False,0
662,20260226,62,5,289,0,14,False,0
663,20260226,63,5,228,0,11,False,0
664,20260226,64,5,220,0,11,False,0
665,20260226,65,5,282,0,14,False,0
666,20260226,66,5,297,0,14,False,0
667,20260226,67,5,212,0,10,False,0
668,20260226,68,5,135,0,6,False,0
669,20260226,69,5,231,0,11,False,0
670,20260226,70,5,205,0,10,False,0
671,20260226,71,5,132,0,6,False,0
672,20260226,72,5,162,0,8,False,0
673,20260226,73,5,122,0,6,False,0
674,20260226,74,5,266,0,13,False,0
675,20260226,75,5,202,0,10,False,0
676,20260226,76,5,234,0,11,False,0
677,20260226,77,5,106,0,5,False,0
678,20260226,78,5,122,0,6,False,0
679,20260226,79,5,157,0,7,False,0
680,20260226,80,5,145,0,7,False,0
681,20260226,81,5,231,0,11,False,0
682,20260226,82,5,145,0,7,False,0
683,20260226,83,5,293,0,14,False,0
684,20260226,84,5,268,0,13,False,0
685,20260226,85,5,229,0,11,False,0
686,20260226,86,5,216,0,10,False,0
687,20260226,87,5,204,0,10,False,0
688,20260226,88,5,201,0,10,False,0
689,20260226,89,5,120,0,6,False,0
690,20260226,90,5,154,0,7,False,0
691,20260226,91,5,210,0,10,False,0
692,20260226,92,5,294,0,14,False,0
693,20260226,93,5,268,0,13,False,0
694,20260226,94,5,207,0,10,False,0
