card_id,account_id,card_number_masked,card_type,card_network,expiry_date,status,daily_limit
CARD_0038,ACC_0860,xxxx-xxxx-xxxx-3023,Credit,Mastercard,2029-12-03,Active,100000.0
CARD_0039,ACC_0331,xxxx-xxxx-xxxx-2748,Debit,RuPay,2029-06-13,Active,100000.0
CARD_0040,ACC_0425,xxxx-xxxx-xxxx-5702,Debit,Mastercard,2029-05-14,Active,100000.0
CARD_0041,ACC_0892,xxxx-xxxx-xxxx-4562,Debit,RuPay,2028-10-21,Active,100000.0
CARD_0042,ACC_0268,xxxx-xxxx-xxxx-8726,Credit,Mastercard,2027-09-19,Active,100000.0
CARD_0043,ACC_0384,xxxx-xxxx-xxxx-6406,Credit,Mastercard,2028-08-12,Active,100000.0
CARD_0044,ACC_0405,xxxx-xxxx-xxxx-5142,Debit,Visa,2029-12-28,Active,100000.0
CARD_0045,ACC_0721,xxxx-xxxx-xxxx-9610,Debit,RuPay,2026-12-08,Active,100000.0
CARD_0046,ACC_1132,xxxx-xxxx-xxxx-1775,Debit,Mastercard,2029-11-21,Active,100000.0
CARD_0047,ACC_0594,xxxx-xxxx-xxxx-2059,Credit,Amex,2028-01-12,Active,100000.0
CARD_0048,ACC_0444,xxxx-xxxx-xxxx-5071,Debit,Visa,2029-05-26,Active,100000.0
CARD_0049,ACC_0683,xxxx-xxxx-xxxx-7999,Debit,Mastercard,2028-01-06,Active,100000.0
CARD_0050,ACC_1093,xxxx-xxxx-xxxx-5061,Debit,Mastercard,2028-06-27,Active,100000.0
CARD_0051,ACC_0243,xxxx-xxxx-xxxx-8069,Debit,Mastercard,2028-04-20,Active,100000.0
CARD_0052,ACC_0681,xxxx-xxxx-xxxx-1987,Debit,Mastercard,2027-01-22,Active,100000.0
CARD_0053,ACC_0212,xxxx-xxxx-xxxx-2245,Credit,Amex,2028-02-02,Active,100000.0
CARD_0054,ACC_0764,xxxx-xxxx-xxxx-8731,Debit,RuPay,2028-09-14,Active,100000.0
CARD_0055,ACC_0035,xxxx-xxxx-xxxx-4055,Debit,Visa,2027-06-10,Active,100000.0
CARD_0056,ACC_0572,xxxx-xxxx-xxxx-2431,Credit,Amex,2028-03-08,Active,100000.0
CARD_0057,ACC_0598,xxxx-xxxx-xxxx-4231,Credit,RuPay,2027-02-13,Active,100000.0
CARD_0058,ACC_0817,xxxx-xxxx-xxxx-7373,Debit,Amex,2029-11-29,Active,100000.0
CARD_0059,ACC_1107,xxxx-xxxx-xxxx-8354,Credit,Mastercard,2027-12-31,Active,100000.0
CARD_0060,ACC_0043,xxxx-xxxx-xxxx-7280,Debit,Amex,2029-11-05,Active,100000.0
CARD_0061,ACC_0078,xxxx-xxxx-xxxx-2385,Debit,Mastercard,2026-08-11,Active,100000.0
CARD_0062,ACC_0124,xxxx-xxxx-xxxx-9730,Debit,Mastercard,2027-04-07,Active,100000.0
CARD_0063,ACC_1064,xxxx-xxxx-xxxx-3330,Debit,Mastercard,2027-07-15,Active,100000.0
CARD_0064,ACC_1134,xxxx-xxxx-xxxx-8189,Debit,Amex,2030-05-06,Active,100000.0
CARD_0065,ACC_0054,xxxx-xxxx-xxxx-1647,Credit,Amex,2028-03-30,Active,100000.0
CARD_0066,ACC_0706,xxxx-xxxx-xxxx-2379,Credit,Visa,2027-12-06,Active,100000.0
CARD_0067,ACC_1092,xxxx-xxxx-xxxx-4532,Credit,Mastercard,2028-08-17,Active,100000.0
CARD_0068,ACC_0291,xxxx-xxxx-xxxx-6505,Credit,RuPay,2029-02-09,Active,100000.0
CARD_0069,ACC_1114,xxxx-xxxx-xxxx-5642,Debit,Mastercard,2028-03-14,Active,100000.0
CARD_0070,ACC_0837,xxxx-xxxx-xxxx-7147,Debit,Mastercard,2027-10-15,Active,100000.0
CARD_0071,ACC_1103,xxxx-xxxx-xxxx-9739,Credit,RuPay,2027-02-20,Active,100000.0
CARD_0072,ACC_0969,xxxx-xxxx-xxxx-5193,Debit,Amex,2026-12-20,Active,100000.0
CARD_0073,ACC_0314,xxxx-xxxx-xxxx-9046,Debit,Visa,2029-01-04,Active,100000.0
CARD_0074,ACC_0585,xxxx-xxxx-xxxx-1230,Credit,RuPay,2027-04-11,Active,100000.0
CARD_0075,ACC_0246,xxxx-xxxx-xxxx-3616,Credit,Mastercard,2028-10-24,Active,100000.0
CARD_0076,ACC_0645,xxxx-xxxx-xxxx-4297,Debit,Amex,2028-12-04,Active,100000.0
CARD_0077,ACC_0960,xxxx-xxxx-xxxx-5123,Debit,Mastercard,2027-05-07,Active,100000.0
CARD_0078,ACC_0861,xxxx-xxxx-xxxx-1625,Debit,Visa,2026-12-12,Active,100000.0
CARD_0079,ACC_0244,xxxx-xxxx-xxxx-7729,Debit,RuPay,2028-08-29,Active,100000.0
CARD_0080,ACC_0563,xxxx-xxxx-xxxx-6827,Credit,RuPay,2028-03-21,Active,100000.0
CARD_0081,ACC_0826,xxxx-xxxx-xxxx-1572,Debit,Visa,2028-11-23,Active,100000.0
CARD_0082,ACC_1001,xxxx-xxxx-xxxx-4696,Debit,Mastercard,2027-01-19,Active,100000.0
CARD_0083,ACC_0142,xxxx-xxxx-xxxx-8408,Debit,RuPay,2028-03-30,Active,100000.0
CARD_0084,ACC_0313,xxxx-xxxx-xxxx-1091,Credit,Visa,2026-07-19,Active,100000.0
CARD_0085,ACC_1156,xxxx-xxxx-xxxx-7504,Credit,Visa,2027-02-12,Active,100000.0
CARD_0086,ACC_1084,xxxx-xxxx-xxxx-6629,Credit,Mastercard,2026-10-10,Active,100000.0
CARD_0087,ACC_1007,xxxx-xxxx-xxxx-4848,Debit,Visa,2028-11-05,Active,100000.0
CARD_0088,ACC_0419,xxxx-xxxx-xxxx-5863,Debit,Visa,2027-05-30,Active,100000.0
CARD_0089,ACC_1138,xxxx-xxxx-xxxx-8372,Debit,Visa,2026-09-19,Active,100000.0
CARD_0090,ACC_0529,xxxx-xxxx-xxxx-7367,Debit,Amex,2027-05-05,Active,100000.0
CARD_0091,ACC_0991,xxxx-xxxx-xxxx-2898,Debit,RuPay,2028-09-26,Active,100000.0
CARD_0092,ACC_0659,xxxx-xxxx-xxxx-6430,Debit,Mastercard,2030-01-26,Active,100000.0
CARD_0093,ACC_0772,xxxx-xxxx-xxxx-3816,Debit,Visa,2027-12-26,Active,100000.0
CARD_0094,ACC_0664,xxxx-xxxx-xxxx-7562,Debit,Mastercard,2027-05-17,Active,100000.0
CARD_0095,ACC_0870,xxxx-xxxx-xxxx-6623,Credit,Mastercard,2028-02-20,Active,100000.0
CARD_0096,ACC_0547,xxxx-xxxx-xxxx-4674,Debit,RuPay,2030-04-05,Active,100000.0
CARD_0097,ACC_1149,xxxx-xxxx-xxxx-6648,Credit,Amex,2029-03-06,Active,100000.0
CARD_0098,ACC_0191,xxxx-xxxx-xxxx-5416,Credit,Amex,2029-08-17,Active,100000.0
CARD_0099,ACC_0578,xxxx-xxxx-xxxx-8173,Debit,RuPay,2028-09-08,Active,100000.0
CARD_0100,ACC_0939,xxxx-xxxx-xxxx-2164,Credit,Amex,2029-08-22,Active,100000.0
CARD_0101,ACC_0576,xxxx-xxxx-xxxx-5799,Debit,Mastercard,2027-11-28,Active,100000.0
CARD_0102,ACC_0739,xxxx-xxxx-xxxx-1258,Debit,Visa,2027-04-14,Active,100000.0
CARD_0103,ACC_0880,xxxx-xxxx-xxxx-6423,Credit,Mastercard,2027-10-20,Active,100000.0
CARD_0104,ACC_0457,xxxx-xxxx-xxxx-2349,Debit,Amex,2028-04-06,Active,100000.0
CARD_0105,ACC_0985,xxxx-xxxx-xxxx-7017,Debit,Mastercard,2030-05-19,Active,100000.0
CARD_0106,ACC_0245,xxxx-xxxx-xxxx-1682,Debit,Visa,2028-09-30,Active,100000.0
CARD_0107,ACC_1143,xxxx-xxxx-xxxx-6322,Debit,Amex,2027-01-03,Active,100000.0
CARD_0108,ACC_0482,xxxx-xxxx-xxxx-5249,Credit,Amex,2028-09-19,Active,100000.0
CARD_0109,ACC_0390,xxxx-xxxx-xxxx-1796,Debit,Visa,2028-08-04,Active,100000.0
CARD_0110,ACC_0967,xxxx-xxxx-xxxx-6221,Credit,RuPay,2029-09-14,Active,100000.0
CARD_0111,ACC_0090,xxxx-xxxx-xxxx-2906,Debit,Amex,2028-11-02,Active,100000.0
CARD_0112,ACC_0571,xxxx-xxxx-xxxx-3609,Debit,RuPay,2028-11-06,Active,100000.0
CARD_0113,ACC_0184,xxxx-xxxx-xxxx-6787,Debit,Mastercard,2026-06-30,Active,100000.0
CARD_0114,ACC_0300,xxxx-xxxx-xxxx-3439,Credit,RuPay,2026-12-31,Active,100000.0
CARD_0115,ACC_1163,xxxx-xxxx-xxxx-7431,Debit,Amex,2028-08-30,Active,100000.0
CARD_0116,ACC_1034,xxxx-xxxx-xxxx-9688,Credit,Visa,2029-09-26,Active,100000.0
CARD_0117,ACC_0295,xxxx-xxxx-xxxx-5931,Debit,Mastercard,2030-04-21,Active,100000.0
CARD_0118,ACC_0327,xxxx-xxxx-xxxx-3373,Credit,Mastercard,2029-08-11,Active,100000.0
CARD_0119,ACC_0446,xxxx-xxxx-xxxx-4260,Credit,Visa,2028-08-15,Active,100000.0
CARD_0120,ACC_0437,xxxx-xxxx-xxxx-7227,Debit,RuPay,2026-07-28,Active,100000.0
CARD_0121,ACC_0925,xxxx-xxxx-xxxx-9154,Credit,Visa,2029-05-14,Active,100000.0
CARD_0122,ACC_0282,xxxx-xxxx-xxxx-3579,Debit,RuPay,2026-08-01,Active,100000.0
CARD_0123,ACC_0424,xxxx-xxxx-xxxx-3123,Debit,RuPay,2028-05-05,Active,100000.0
CARD_0124,ACC_0416,xxxx-xxxx-xxxx-8927,Debit,RuPay,2029-08-31,Active,100000.0
CARD_0125,ACC_0002,xxxx-xxxx-xxxx-1925,Debit,Amex,2028-03-11,Active,100000.0
CARD_0126,ACC_0166,xxxx-xxxx-xxxx-9048,Debit,Mastercard,2029-12-10,Active,100000.0
CARD_0127,ACC_0235,xxxx-xxxx-xxxx-5156,Debit,RuPay,2026-10-25,Active,100000.0
CARD_0128,ACC_0820,xxxx-xxxx-xxxx-9828,Debit,Amex,2026-10-14,Active,100000.0
CARD_0129,ACC_0746,xxxx-xxxx-xxxx-5304,Debit,Amex,2027-10-10,Active,100000.0
CARD_0130,ACC_0720,xxxx-xxxx-xxxx-9260,Credit,Visa,2026-08-09,Active,100000.0
CARD_0131,ACC_0704,xxxx-xxxx-xxxx-6485,Debit,RuPay,2029-04-17,Active,100000.0
CARD_0132,ACC_0732,xxxx-xxxx-xxxx-9363,Credit,Visa,2027-08-11,Active,100000.0
CARD_0133,ACC_0476,xxxx-xxxx-xxxx-8194,Credit,Visa,2027-07-02,Active,100000.0
CARD_0134,ACC_0469,xxxx-xxxx-xxxx-7477,Debit,RuPay,2028-04-11,Active,100000.0
CARD_0135,ACC_0258,xxxx-xxxx-xxxx-9403,Debit,Mastercard,2029-11-07,Active,100000.0
CARD_0136,ACC_0816,xxxx-xxxx-xxxx-2373,Debit,Visa,2029-02-26,Active,100000.0
CARD_0137,ACC_0932,xxxx-xxxx-xxxx-5760,Credit,Visa,2027-04-06,Active,100000.0
CARD_0138,ACC_1040,xxxx-xxxx-xxxx-6057,Credit,Amex,2028-05-13,Active,100000.0
CARD_0139,ACC_0024,xxxx-xxxx-xxxx-1502,Debit,Visa,2028-08-02,Active,100000.0
CARD_0140,ACC_0059,xxxx-xxxx-xxxx-3472,Debit,Amex,2030-03-29,Active,100000.0
CARD_0141,ACC_0658,xxxx-xxxx-xxxx-6076,Debit,Amex,2029-10-15,Active,100000.0
CARD_0142,ACC_0206,xxxx-xxxx-xxxx-5498,Debit,Amex,2028-05-17,Active,100000.0
CARD_0143,ACC_0244,xxxx-xxxx-xxxx-1905,Debit,RuPay,2029-08-11,Active,100000.0
CARD_0144,ACC_0479,xxxx-xxxx-xxxx-3820,Credit,Amex,2028-09-02,Active,100000.0
CARD_0145,ACC_0876,xxxx-xxxx-xxxx-8387,Debit,Visa,2028-04-13,Active,100000.0
CARD_0146,ACC_0792,xxxx-xxxx-xxxx-6565,Debit,Mastercard,2029-01-10,Active,100000.0
CARD_0147,ACC_0004,xxxx-xxxx-xxxx-8881,Debit,Visa,2027-04-04,Active,100000.0
CARD_0148,ACC_0794,xxxx-xxxx-xxxx-9488,Credit,Mastercard,2027-07-11,Active,100000.0
CARD_0149,ACC_0822,xxxx-xxxx-xxxx-5478,Credit,Mastercard,2029-01-22,Active,100000.0
CARD_0150,ACC_1118,xxxx-xxxx-xxxx-7096,Debit,Amex,2028-10-30,Active,100000.0
CARD_0151,ACC_0943,xxxx-xxxx-xxxx-8372,Debit,Mastercard,2029-08-23,Active,100000.0
CARD_0152,ACC_0781,xxxx-xxxx-xxxx-6959,Credit,Visa,2029-09-28,Active,100000.0
CARD_0153,ACC_0326,xxxx-xxxx-xxxx-1186,Debit,Amex,2027-08-04,Active,100000.0
CARD_0154,ACC_0181,xxxx-xxxx-xxxx-6580,Debit,Mastercard,2029-10-02,Active,100000.0
CARD_0155,ACC_1102,xxxx-xxxx-xxxx-7109,Credit,Visa,2028-12-13,Active,100000.0
CARD_0156,ACC_0514,xxxx-xxxx-xxxx-1637,Debit,Amex,2028-09-20,Active,100000.0
CARD_0157,ACC_1118,xxxx-xxxx-xxxx-4800,Debit,Mastercard,2028-02-13,Active,100000.0
CARD_0158,ACC_1140,xxxx-xxxx-xxxx-4030,Credit,Visa,2029-09-08,Active,100000.0
CARD_0159,ACC_0356,xxxx-xxxx-xxxx-9599,Credit,Visa,2026-07-16,Active,100000.0
CARD_0160,ACC_0967,xxxx-xxxx-xxxx-8725,Credit,RuPay,2030-03-03,Active,100000.0
CARD_0161,ACC_0330,xxxx-xxxx-xxxx-2284,Debit,Visa,2029-02-17,Active,100000.0
CARD_0162,ACC_0207,xxxx-xxxx-xxxx-7398,Debit,Amex,2027-11-17,Active,100000.0
CARD_0163,ACC_1130,xxxx-xxxx-xxxx-8458,Debit,RuPay,2029-09-09,Active,100000.0
CARD_0164,ACC_0265,xxxx-xxxx-xxxx-9680,Debit,Mastercard,2029-05-17,Active,100000.0
CARD_0165,ACC_0600,xxxx-xxxx-xxxx-5222,Debit,Mastercard,2029-12-15,Active,100000.0
CARD_0166,ACC_0772,xxxx-xxxx-xxxx-7735,Debit,RuPay,2029-08-05,Active,100000.0
CARD_0167,ACC_0316,xxxx-xxxx-xxxx-8633,Credit,Visa,2028-12-13,Active,100000.0
CARD_0168,ACC_0183,xxxx-xxxx-xxxx-5413,Debit,Mastercard,2028-12-08,Active,100000.0
CARD_0169,ACC_0976,xxxx-xxxx-xxxx-9445,Credit,RuPay,2028-04-04,Active,100000.0
CARD_0170,ACC_0885,xxxx-xxxx-xxxx-9837,Debit,Amex,2028-08-13,Active,100000.0
CARD_0171,ACC_0037,xxxx-xxxx-xxxx-4613,Debit,Amex,2026-12-24,Active,100000.0
CARD_0172,ACC_1132,xxxx-xxxx-xxxx-4304,Debit,RuPay,2028-10-27,Active,100000.0
CARD_0173,ACC_0842,xxxx-xxxx-xxxx-4166,Debit,Mastercard,2030-06-19,Active,100000.0
CARD_0174,ACC_1109,xxxx-xxxx-xxxx-8053,Debit,RuPay,2027-07-13,Active,100000.0
CARD_0175,ACC_0095,xxxx-xxxx-xxxx-6455,Credit,Amex,2029-11-15,Active,100000.0
CARD_0176,ACC_0573,xxxx-xxxx-xxxx-9399,Debit,Mastercard,2029-05-01,Active,100000.0
CARD_0177,ACC_0298,xxxx-xxxx-xxxx-9177,Debit,Visa,2027-07-06,Active,100000.0
CARD_0178,ACC_0175,xxxx-xxxx-xxxx-5071,Debit,Mastercard,2028-09-05,Active,100000.0
CARD_0179,ACC_0317,xxxx-xxxx-xxxx-4362,Debit,RuPay,2026-12-12,Active,100000.0
CARD_0180,ACC_0111,xxxx-xxxx-xxxx-2360,Credit,Visa,2029-07-17,Active,100000.0
CARD_0181,ACC_1178,xxxx-xxxx-xxxx-5289,Debit,Amex,2029-03-06,Active,100000.0
CARD_0182,ACC_0119,xxxx-xxxx-xxxx-7020,Credit,Visa,2028-12-27,Active,100000.0
CARD_0183,ACC_0872,xxxx-xxxx-xxxx-4572,Debit,Amex,2028-09-18,Active,100000.0
CARD_0184,ACC_0116,xxxx-xxxx-xxxx-8532,Credit,RuPay,2029-10-06,Active,100000.0
CARD_0185,ACC_0583,xxxx-xxxx-xxxx-2124,Credit,Mastercard,2030-01-21,Active,100000.0
CARD_0186,ACC_0803,xxxx-xxxx-xxxx-1541,Debit,Visa,2027-02-16,Active,100000.0
CARD_0187,ACC_0604,xxxx-xxxx-xxxx-1816,Credit,Mastercard,2029-07-09,Active,100000.0
CARD_0188,ACC_0614,xxxx-xxxx-xxxx-1978,Debit,Mastercard,2029-12-31,Active,100000.0
CARD_0189,ACC_0362,xxxx-xxxx-xxxx-3918,Debit,Amex,2030-06-12,Active,100000.0
CARD_0190,ACC_1156,xxxx-xxxx-xxxx-8485,Credit,Mastercard,2027-08-02,Active,100000.0
CARD_0191,ACC_0586,xxxx-xxxx-xxxx-4364,Debit,Amex,2029-10-08,Active,100000.0
CARD_0192,ACC_0012,xxxx-xxxx-xxxx-4303,Debit,Amex,2028-01-16,Active,100000.0
CARD_0193,ACC_0769,xxxx-xxxx-xxxx-3311,Debit,Amex,2026-07-02,Active,100000.0
CARD_0194,ACC_0033,xxxx-xxxx-xxxx-1933,Debit,Amex,2027-04-29,Active,100000.0
CARD_0195,ACC_0748,xxxx-xxxx-xxxx-2098,Debit,Mastercard,2026-07-19,Active,100000.0
CARD_0196,ACC_0109,xxxx-xxxx-xxxx-1222,Debit,RuPay,2030-02-21,Active,100000.0
CARD_0197,ACC_0394,xxxx-xxxx-xxxx-6352,Debit,Visa,2027-04-02,Active,100000.0
CARD_0198,ACC_0932,xxxx-xxxx-xxxx-3275,Credit,RuPay,2027-08-09,Active,100000.0
CARD_0199,ACC_0865,xxxx-xxxx-xxxx-5063,Debit,Visa,2027-03-21,Active,100000.0
CARD_0200,ACC_1057,xxxx-xxxx-xxxx-8532,Credit,Mastercard,2027-03-29,Active,100000.0
CARD_0201,ACC_0889,xxxx-xxxx-xxxx-7441,Debit,Visa,2027-10-17,Active,100000.0
CARD_0202,ACC_1082,xxxx-xxxx-xxxx-5390,Debit,RuPay,2030-04-27,Active,100000.0
CARD_0203,ACC_1183,xxxx-xxxx-xxxx-1498,Debit,RuPay,2029-09-05,Active,100000.0
CARD_0204,ACC_0456,xxxx-xxxx-xxxx-2880,Debit,Mastercard,2028-10-23,Active,100000.0
CARD_0205,ACC_0625,xxxx-xxxx-xxxx-8020,Credit,Visa,2028-10-07,Active,100000.0
CARD_0206,ACC_0105,xxxx-xxxx-xxxx-1370,Debit,Amex,2029-04-06,Active,100000.0
CARD_0207,ACC_0981,xxxx-xxxx-xxxx-2627,Credit,Mastercard,2027-06-23,Active,100000.0
CARD_0208,ACC_0022,xxxx-xxxx-xxxx-1670,Debit,RuPay,2027-11-15,Active,100000.0
CARD_0209,ACC_0648,xxxx-xxxx-xxxx-1918,Debit,RuPay,2026-11-16,Active,100000.0
CARD_0210,ACC_1064,xxxx-xxxx-xxxx-1766,Debit,Amex,2027-06-12,Active,100000.0
CARD_0211,ACC_0344,xxxx-xxxx-xxxx-3736,Credit,RuPay,2027-03-30,Active,100000.0
CARD_0212,ACC_0525,xxxx-xxxx-xxxx-6802,Debit,Visa,2028-03-18,Active,100000.0
CARD_0213,ACC_0073,xxxx-xxxx-xxxx-2316,Debit,Mastercard,2030-06-20,Active,100000.0
CARD_0214,ACC_0843,xxxx-xxxx-xxxx-3835,Debit,RuPay,2030-06-08,Active,100000.0
CARD_0215,ACC_0852,xxxx-xxxx-xxxx-7571,Debit,Visa,2026-08-13,Active,100000.0
CARD_0216,ACC_0334,xxxx-xxxx-xxxx-3522,Debit,RuPay,2026-11-14,Active,100000.0
CARD_0217,ACC_0069,xxxx-xxxx-xxxx-8783,Debit,Visa,2027-08-07,Active,100000.0
CARD_0218,ACC_0963,xxxx-xxxx-xxxx-5592,Debit,Visa,2027-03-04,Active,100000.0
CARD_0219,ACC_0654,xxxx-xxxx-xxxx-7117,Debit,RuPay,2028-02-06,Active,100000.0
CARD_0220,ACC_0596,xxxx-xxxx-xxxx-4087,Credit,Visa,2027-08-14,Active,100000.0
CARD_0221,ACC_0006,xxxx-xxxx-xxxx-6601,Debit,Visa,2027-05-18,Active,100000.0
CARD_0222,ACC_0487,xxxx-xxxx-xxxx-1278,Credit,Mastercard,2028-12-04,Active,100000.0
CARD_0223,ACC_0139,xxxx-xxxx-xxxx-4126,Credit,Amex,2028-08-19,Active,100000.0
CARD_0224,ACC_0850,xxxx-xxxx-xxxx-8368,Credit,Mastercard,2029-02-24,Active,100000.0
CARD_0225,ACC_0909,xxxx-xxxx-xxxx-1395,Credit,Mastercard,2029-08-09,Active,100000.0
CARD_0226,ACC_0282,xxxx-xxxx-xxxx-6182,Debit,Amex,2028-12-20,Active,100000.0
CARD_0227,ACC_0177,xxxx-xxxx-xxxx-3515,Debit,Mastercard,2027-01-04,Active,100000.0
CARD_0228,ACC_0285,xxxx-xxxx-xxxx-4476,Debit,Mastercard,2029-04-14,Active,100000.0
CARD_0229,ACC_1075,xxxx-xxxx-xxxx-6912,Debit,RuPay,2027-12-14,Active,100000.0
CARD_0230,ACC_0106,xxxx-xxxx-xxxx-4209,Credit,Mastercard,2026-09-10,Active,100000.0
CARD_0231,ACC_0844,xxxx-xxxx-xxxx-4525,Credit,Visa,2030-04-11,Active,100000.0
CARD_0232,ACC_1109,xxxx-xxxx-xxxx-3263,Debit,Amex,2029-01-13,Active,100000.0
CARD_0233,ACC_1068,xxxx-xxxx-xxxx-5283,Debit,Amex,2026-08-20,Active,100000.0
CARD_0234,ACC_0916,xxxx-xxxx-xxxx-4332,Debit,RuPay,2028-01-07,Active,100000.0
CARD_0235,ACC_1057,xxxx-xxxx-xxxx-1922,Credit,Mastercard,2028-10-27,Active,100000.0
CARD_0236,ACC_0861,xxxx-xxxx-xxxx-5951,Debit,Amex,2027-07-23,Active,100000.0
CARD_0237,ACC_1109,xxxx-xxxx-xxxx-8477,Debit,RuPay,2028-09-24,Active,100000.0
CARD_0238,ACC_0431,xxxx-xxxx-xxxx-7346,Debit,Visa,2027-10-24,Active,100000.0
CARD_0239,ACC_0409,xxxx-xxxx-xxxx-2643,Debit,Mastercard,2028-01-13,Active,100000.0
CARD_0240,ACC_0942,xxxx-xxxx-xxxx-9807,Debit,Mastercard,2027-06-11,Active,100000.0
CARD_0241,ACC_0463,xxxx-xxxx-xxxx-4668,Debit,Amex,2030-03-26,Active,100000.0
CARD_0242,ACC_0127,xxxx-xxxx-xxxx-2247,Debit,Amex,2026-10-06,Active,100000.0
CARD_0243,ACC_0748,xxxx-xxxx-xxxx-4794,Debit,RuPay,2026-12-10,Active,100000.0
CARD_0244,ACC_0698,xxxx-xxxx-xxxx-9311,Debit,Mastercard,2028-11-09,Active,100000.0
CARD_0245,ACC_0706,xxxx-xxxx-xxxx-7242,Credit,RuPay,2030-02-27,Active,100000.0
CARD_0246,ACC_0670,xxxx-xxxx-xxxx-5237,Credit,RuPay,2026-07-31,Active,100000.0
CARD_0247,ACC_0578,xxxx-xxxx-xxxx-1825,Debit,RuPay,2029-06-10,Active,100000.0
CARD_0248,ACC_0588,xxxx-xxxx-xxxx-7530,Credit,RuPay,2027-06-28,Active,100000.0
CARD_0249,ACC_0977,xxxx-xxxx-xxxx-6190,Debit,RuPay,2028-09-05,Active,100000.0
