account_id,customer_id,account_type,balance,currency,status,kyc_status,created_at
ACC_0073,CUST_0740,Savings,130170.63,INR,Active,Verified,2025-10-12 04:54:40
ACC_0074,CUST_0856,Savings,106097.02,INR,Active,Verified,2025-04-14 14:44:58
ACC_0075,CUST_0528,CreditCard,1018779.23,INR,Active,Verified,2026-01-25 03:16:25
ACC_0076,CUST_0209,Savings,715425.48,INR,Active,Verified,2026-03-08 20:55:38
ACC_0077,CUST_0498,Savings,1449658.28,INR,Active,Verified,2026-01-04 13:05:34
ACC_0078,CUST_0907,Savings,162486.32,INR,Active,Verified,2025-04-18 03:25:58
ACC_0079,CUST_0566,CreditCard,616948.38,INR,Active,Verified,2025-12-19 03:00:31
ACC_0080,CUST_0826,Current,722422.69,INR,Active,Verified,2025-07-26 21:53:29
ACC_0081,CUST_0035,Savings,574980.91,INR,Active,Verified,2026-02-05 22:29:49
ACC_0082,CUST_0166,Current,1203076.85,INR,Active,Verified,2025-07-28 17:44:38
ACC_0083,CUST_0101,CreditCard,513513.14,INR,Active,Verified,2025-04-06 20:46:15
ACC_0084,CUST_0252,Savings,971711.56,INR,Active,Verified,2025-06-28 20:19:29
ACC_0085,CUST_0536,Savings,353481.79,INR,Active,Verified,2025-09-26 01:10:17
ACC_0086,CUST_0031,Current,224882.45,INR,Active,Verified,2025-12-18 12:49:50
ACC_0087,CUST_0573,CreditCard,1373023.58,INR,Active,Verified,2025-06-07 19:44:31
ACC_0088,CUST_0497,Savings,683562.39,INR,Active,Verified,2026-03-20 07:57:09
ACC_0089,CUST_0831,CreditCard,121634.14,INR,Active,Verified,2025-12-15 04:10:21
ACC_0090,CUST_0321,Current,1011664.19,INR,Active,Verified,2025-07-27 14:30:24
ACC_0091,CUST_0319,Current,1383276.88,INR,Active,Verified,2025-09-24 01:52:54
ACC_0092,CUST_0030,CreditCard,1260371.06,INR,Active,Verified,2025-06-24 11:33:15
ACC_0093,CUST_0399,Current,374509.36,INR,Active,Verified,2025-05-02 22:29:17
ACC_0094,CUST_0619,Savings,988527.77,INR,Active,Verified,2026-03-28 06:07:29
ACC_0095,CUST_0906,CreditCard,489241.09,INR,Active,Verified,2025-08-14 05:56:31
ACC_0096,CUST_0005,CreditCard,899398.97,INR,Active,Verified,2026-02-02 21:13:20
ACC_0097,CUST_0252,Current,213570.02,INR,Active,Verified,2025-06-28 20:19:29
ACC_0098,CUST_0002,CreditCard,400109.98,INR,Active,Verified,2026-01-08 01:09:36
ACC_0099,CUST_0238,CreditCard,974712.34,INR,Active,Verified,2026-01-05 07:47:00
ACC_0100,CUST_0720,Savings,1415344.18,INR,Active,Verified,2025-09-11 08:43:21
ACC_0101,CUST_0554,Current,1109102.51,INR,Active,Verified,2025-12-09 06:45:31
ACC_0102,CUST_0528,Savings,820475.12,INR,Active,Verified,2026-01-25 03:16:25
ACC_0103,CUST_0875,Savings,599838.67,INR,Active,Verified,2025-09-04 04:41:20
ACC_0104,CUST_0095,Savings,656869.25,INR,Active,Verified,2025-12-19 12:15:26
ACC_0105,CUST_0966,Current,325809.92,INR,Active,Verified,2025-07-18 07:59:00
ACC_0106,CUST_0789,CreditCard,269933.35,INR,Active,Verified,2025-08-21 06:17:08
ACC_0107,CUST_0300,Current,1293122.98,INR,Active,Verified,2026-02-03 12:37:44
ACC_0108,CUST_0852,Current,27362.24,INR,Active,Verified,2025-10-09 09:18:35
ACC_0109,CUST_0085,Savings,807168.7,INR,Active,Verified,2025-09-08 09:05:44
ACC_0110,CUST_0058,CreditCard,589241.65,INR,Active,Verified,2025-12-31 11:32:40
ACC_0111,CUST_0799,CreditCard,1180942.12,INR,Active,Verified,2025-12-23 07:05:42
ACC_0112,CUST_0833,CreditCard,1011274.05,INR,Active,Verified,2025-09-30 00:02:17
ACC_0113,CUST_0194,Savings,882555.69,INR,Active,Verified,2025-11-13 20:09:25
ACC_0114,CUST_0779,Current,1141072.65,INR,Active,Verified,2025-06-01 04:26:57
ACC_0115,CUST_0441,CreditCard,849813.38,INR,Active,Verified,2026-01-28 14:38:58
ACC_0116,CUST_0716,CreditCard,209317.44,INR,Active,Verified,2025-07-02 19:46:04
ACC_0117,CUST_0796,Savings,204568.63,INR,Active,Verified,2026-01-27 11:55:04
ACC_0118,CUST_0417,Current,83009.6,INR,Active,Verified,2025-08-19 06:54:50
ACC_0119,CUST_0827,CreditCard,911206.1,INR,Active,Verified,2025-09-14 09:19:25
ACC_0120,CUST_0069,CreditCard,930862.52,INR,Active,Verified,2025-07-17 00:33:04
ACC_0121,CUST_0852,Savings,1036070.95,INR,Active,Verified,2025-10-09 09:18:35
ACC_0122,CUST_0086,CreditCard,70722.18,INR,Active,Verified,2025-11-07 18:29:14
ACC_0123,CUST_0829,Current,720038.01,INR,Active,Verified,2025-12-17 04:31:43
ACC_0124,CUST_0780,Savings,5981.9,INR,Active,Verified,2025-06-19 20:00:44
ACC_0125,CUST_0045,Current,1433253.78,INR,Active,Verified,2025-10-30 16:44:03
ACC_0126,CUST_0833,CreditCard,377296.12,INR,Active,Verified,2025-09-30 00:02:17
ACC_0127,CUST_0412,Current,1283038.02,INR,Active,Verified,2025-07-21 19:58:02
ACC_0128,CUST_0973,Current,779681.52,INR,Active,Verified,2025-04-16 15:37:48
ACC_0129,CUST_0159,Savings,202639.64,INR,Active,Verified,2025-11-02 03:43:08
ACC_0130,CUST_0842,Savings,800191.31,INR,Active,Verified,2026-03-20 17:13:11
ACC_0131,CUST_0910,Savings,381574.69,INR,Active,Verified,2025-04-10 23:27:40
ACC_0132,CUST_0563,Savings,16866.16,INR,Active,Verified,2025-11-04 23:15:30
ACC_0133,CUST_0853,Savings,76550.41,INR,Active,Verified,2026-01-21 02:53:17
ACC_0134,CUST_0989,Current,130017.32,INR,Active,Verified,2025-06-25 16:12:14
ACC_0135,CUST_0572,CreditCard,642526.95,INR,Active,Verified,2025-06-20 01:33:53
ACC_0136,CUST_0148,Current,1342781.23,INR,Active,Verified,2025-04-21 20:28:38
ACC_0137,CUST_0067,Current,661497.95,INR,Active,Verified,2026-02-03 13:40:13
ACC_0138,CUST_0417,Current,1384926.26,INR,Active,Verified,2025-08-19 06:54:50
ACC_0139,CUST_0665,CreditCard,573232.08,INR,Active,Verified,2025-04-26 17:02:33
ACC_0140,CUST_0612,Current,16900.37,INR,Active,Verified,2025-05-07 19:13:03
ACC_0141,CUST_0805,CreditCard,1270137.26,INR,Active,Verified,2025-07-30 17:56:54
ACC_0142,CUST_0861,Current,686837.1,INR,Active,Verified,2026-01-20 20:53:39
ACC_0143,CUST_0221,Current,185800.29,INR,Active,Verified,2025-06-26 20:29:41
ACC_0144,CUST_0002,CreditCard,344960.91,INR,Active,Verified,2026-01-08 01:09:36
ACC_0145,CUST_0943,Savings,1411191.74,INR,Active,Verified,2025-10-21 11:54:53
ACC_0146,CUST_0588,CreditCard,1014630.14,INR,Active,Verified,2026-03-21 16:08:14
ACC_0147,CUST_0346,Savings,274213.37,INR,Active,Verified,2026-02-09 08:57:03
ACC_0148,CUST_0209,CreditCard,425327.38,INR,Active,Verified,2026-03-08 20:55:38
ACC_0149,CUST_0645,Savings,188752.38,INR,Active,Verified,2025-08-11 20:27:07
ACC_0150,CUST_0368,CreditCard,902554.72,INR,Active,Verified,2025-06-15 21:39:37
ACC_0151,CUST_0244,Current,910327.08,INR,Active,Verified,2025-08-14 07:26:37
ACC_0152,CUST_0548,Savings,1315107.84,INR,Active,Verified,2025-11-02 23:42:22
ACC_0153,CUST_0438,Current,1289332.53,INR,Active,Verified,2026-02-10 20:35:24
ACC_0154,CUST_0179,Current,668194.54,INR,Active,Verified,2025-09-21 13:41:19
ACC_0155,CUST_0750,Savings,1173328.42,INR,Active,Verified,2025-11-28 05:36:43
ACC_0156,CUST_0822,CreditCard,404702.88,INR,Active,Verified,2026-02-19 22:16:19
ACC_0157,CUST_0113,Savings,1386202.02,INR,Active,Verified,2025-10-14 18:27:25
ACC_0158,CUST_0709,CreditCard,1431926.03,INR,Active,Verified,2025-12-24 16:21:38
ACC_0159,CUST_0206,Current,184527.78,INR,Active,Verified,2026-02-07 06:52:45
ACC_0160,CUST_0583,Savings,1398588.94,INR,Active,Verified,2025-09-21 07:16:57
ACC_0161,CUST_0032,Savings,207329.98,INR,Active,Verified,2026-01-08 05:26:38
ACC_0162,CUST_0961,Savings,1106966.32,INR,Active,Verified,2025-06-12 08:53:57
ACC_0163,CUST_0933,CreditCard,1411996.51,INR,Active,Verified,2025-07-03 12:13:25
ACC_0164,CUST_0306,Current,276658.23,INR,Active,Verified,2026-01-19 18:45:46
ACC_0165,CUST_0495,Savings,1340540.1,INR,Active,Verified,2026-02-16 07:22:15
ACC_0166,CUST_0200,Current,337818.76,INR,Active,Verified,2025-05-12 17:31:07
ACC_0167,CUST_0545,Current,1161543.51,INR,Active,Verified,2026-02-23 07:55:52
ACC_0168,CUST_0364,Savings,1358409.28,INR,Active,Verified,2025-10-17 06:26:18
ACC_0169,CUST_0947,Current,39359.54,INR,Active,Verified,2025-07-07 04:40:21
ACC_0170,CUST_0977,CreditCard,1328392.78,INR,Active,Verified,2025-06-19 03:52:41
ACC_0171,CUST_0833,CreditCard,346257.01,INR,Active,Verified,2025-09-30 00:02:17
ACC_0172,CUST_0261,Savings,136889.06,INR,Active,Verified,2025-09-15 02:16:02
ACC_0173,CUST_0806,CreditCard,1165805.08,INR,Active,Verified,2025-08-25 02:39:58
ACC_0174,CUST_0955,CreditCard,1323290.72,INR,Active,Verified,2026-01-16 07:02:17
ACC_0175,CUST_0899,Current,403670.61,INR,Active,Verified,2026-02-21 15:02:23
ACC_0176,CUST_0126,CreditCard,568969.57,INR,Active,Verified,2026-03-26 12:00:53
ACC_0177,CUST_0214,Current,719894.54,INR,Active,Verified,2026-01-03 06:19:02
ACC_0178,CUST_0561,Current,235489.08,INR,Active,Verified,2025-08-31 02:19:55
ACC_0179,CUST_0342,CreditCard,1122771.29,INR,Active,Verified,2026-01-27 02:01:40
ACC_0180,CUST_0171,Savings,5372.12,INR,Active,Verified,2026-01-21 21:13:58
ACC_0181,CUST_0206,Current,985737.81,INR,Active,Verified,2026-02-07 06:52:45
ACC_0182,CUST_0416,Savings,251831.62,INR,Active,Verified,2025-04-17 16:52:57
ACC_0183,CUST_0797,Savings,205579.25,INR,Active,Verified,2026-01-25 15:08:33
ACC_0184,CUST_0752,Savings,352900.45,INR,Active,Verified,2026-01-02 05:23:46
ACC_0185,CUST_0064,CreditCard,1061572.61,INR,Active,Verified,2025-08-03 06:43:03
ACC_0186,CUST_0910,Current,454330.86,INR,Active,Verified,2025-04-10 23:27:40
ACC_0187,CUST_0849,CreditCard,319116.84,INR,Active,Verified,2025-12-03 18:58:05
ACC_0188,CUST_0786,Savings,157020.64,INR,Active,Verified,2025-09-06 04:23:52
ACC_0189,CUST_0630,Savings,1317614.93,INR,Active,Verified,2026-01-09 02:48:25
ACC_0190,CUST_0270,CreditCard,101473.06,INR,Active,Verified,2025-07-18 07:02:20
ACC_0191,CUST_0894,CreditCard,151238.81,INR,Active,Verified,2025-06-19 13:54:30
ACC_0192,CUST_0892,CreditCard,422434.45,INR,Active,Verified,2025-06-03 10:28:53
ACC_0193,CUST_0234,Current,663617.59,INR,Active,Verified,2025-10-24 13:44:51
ACC_0194,CUST_0439,Savings,848415.64,INR,Active,Verified,2026-03-05 07:22:20
ACC_0195,CUST_0867,Current,951196.76,INR,Active,Verified,2025-04-21 12:47:53
ACC_0196,CUST_0681,CreditCard,656145.87,INR,Active,Verified,2025-04-02 22:02:11
ACC_0197,CUST_0749,Current,809265.51,INR,Active,Verified,2025-07-26 13:38:23
ACC_0198,CUST_0402,Current,398261.35,INR,Active,Verified,2025-05-22 08:55:11
ACC_0199,CUST_0096,CreditCard,374931.95,INR,Active,Verified,2025-08-05 17:30:16
ACC_0200,CUST_0667,CreditCard,769467.5,INR,Active,Verified,2025-10-29 16:44:44
ACC_0201,CUST_0141,Current,964762.46,INR,Active,Verified,2025-08-17 16:53:18
ACC_0202,CUST_0357,Savings,1019965.26,INR,Active,Verified,2025-07-14 02:30:10
ACC_0203,CUST_0844,Current,180297.18,INR,Active,Verified,2025-09-21 04:49:51
ACC_0204,CUST_0071,Savings,1487778.93,INR,Active,Verified,2025-11-24 12:58:18
ACC_0205,CUST_0309,Current,181731.53,INR,Active,Verified,2026-01-09 04:56:19
ACC_0206,CUST_0713,Current,731076.21,INR,Active,Verified,2026-02-16 21:11:00
ACC_0207,CUST_0776,Current,519921.94,INR,Active,Verified,2025-04-13 07:51:52
ACC_0208,CUST_0791,Savings,318476.08,INR,Active,Verified,2025-05-17 01:51:34
ACC_0209,CUST_0655,Savings,1478035.42,INR,Active,Verified,2025-12-19 17:19:26
ACC_0210,CUST_0895,Current,1095311.6,INR,Active,Verified,2025-12-31 20:06:15
ACC_0211,CUST_0744,Savings,284714.1,INR,Active,Verified,2025-12-18 21:24:46
ACC_0212,CUST_0802,CreditCard,185292.17,INR,Active,Verified,2025-11-03 11:21:36
ACC_0213,CUST_0536,Savings,1222160.27,INR,Active,Verified,2025-09-26 01:10:17
ACC_0214,CUST_0602,Current,104776.0,INR,Active,Verified,2025-06-26 08:57:24
ACC_0215,CUST_0247,Current,1404376.82,INR,Active,Verified,2025-05-27 21:52:23
ACC_0216,CUST_0317,Savings,614155.46,INR,Active,Verified,2025-09-08 06:27:11
ACC_0217,CUST_0153,CreditCard,610252.61,INR,Active,Verified,2025-11-20 10:32:57
ACC_0218,CUST_0748,Savings,988808.47,INR,Active,Verified,2025-08-06 19:08:03
ACC_0219,CUST_0196,CreditCard,786638.7,INR,Active,Verified,2026-02-24 18:55:26
ACC_0220,CUST_0122,Current,91952.82,INR,Active,Verified,2025-08-19 00:44:32
ACC_0221,CUST_0311,Savings,657250.12,INR,Active,Verified,2025-04-12 15:31:52
ACC_0222,CUST_0718,Savings,574611.79,INR,Active,Verified,2025-10-21 18:25:32
ACC_0223,CUST_0793,Savings,186221.25,INR,Active,Verified,2025-10-13 21:07:52
ACC_0224,CUST_0334,Savings,822509.47,INR,Active,Verified,2025-08-21 23:49:02
ACC_0225,CUST_0214,Current,881260.19,INR,Active,Verified,2026-01-03 06:19:02
ACC_0226,CUST_0992,Current,710279.03,INR,Active,Verified,2025-07-18 14:34:20
ACC_0227,CUST_0893,CreditCard,460401.86,INR,Active,Verified,2025-07-19 04:08:45
ACC_0228,CUST_0266,CreditCard,227819.74,INR,Active,Verified,2026-03-30 01:48:40
ACC_0229,CUST_0149,CreditCard,507180.19,INR,Active,Verified,2025-12-12 23:51:31
ACC_0230,CUST_0591,CreditCard,495926.96,INR,Active,Verified,2025-04-15 08:36:14
ACC_0231,CUST_0993,CreditCard,626563.99,INR,Active,Verified,2025-11-13 08:09:19
ACC_0232,CUST_0084,Savings,521804.98,INR,Active,Verified,2025-12-04 16:06:16
ACC_0233,CUST_0576,Current,901673.04,INR,Active,Verified,2025-08-02 19:49:27
ACC_0234,CUST_0270,CreditCard,533556.62,INR,Active,Verified,2025-07-18 07:02:20
ACC_0235,CUST_0098,Current,927659.3,INR,Active,Verified,2026-03-28 23:30:28
ACC_0236,CUST_0053,CreditCard,191241.29,INR,Active,Verified,2025-04-01 16:35:51
ACC_0237,CUST_0380,CreditCard,1413571.1,INR,Active,Verified,2025-09-05 14:45:00
ACC_0238,CUST_0704,Savings,778075.25,INR,Active,Verified,2025-12-13 10:33:38
ACC_0239,CUST_0216,Savings,1193000.26,INR,Active,Verified,2025-08-11 20:14:03
ACC_0240,CUST_0301,Current,1219810.36,INR,Active,Verified,2026-02-17 20:43:46
ACC_0241,CUST_0949,Savings,1308193.1,INR,Active,Verified,2025-10-03 00:36:56
ACC_0242,CUST_0060,Savings,1263838.71,INR,Active,Verified,2025-10-09 03:15:04
ACC_0243,CUST_0812,Current,93830.25,INR,Active,Verified,2025-08-14 18:20:08
ACC_0244,CUST_0537,Savings,935854.59,INR,Active,Verified,2025-10-30 16:00:07
ACC_0245,CUST_0346,Savings,295486.26,INR,Active,Verified,2026-02-09 08:57:03
ACC_0246,CUST_0996,CreditCard,770116.42,INR,Active,Verified,2025-10-22 02:20:17
ACC_0247,CUST_0636,CreditCard,916095.81,INR,Active,Verified,2025-04-05 12:31:08
ACC_0248,CUST_0653,CreditCard,608060.09,INR,Active,Verified,2025-12-05 19:55:44
ACC_0249,CUST_0394,CreditCard,606236.99,INR,Active,Verified,2025-07-18 14:31:33
ACC_0250,CUST_0023,Current,563451.67,INR,Active,Verified,2025-09-21 13:45:38
ACC_0251,CUST_0496,CreditCard,881123.17,INR,Active,Verified,2025-11-08 17:22:23
ACC_0252,CUST_0647,Current,532946.77,INR,Active,Verified,2025-11-27 18:19:04
ACC_0253,CUST_0477,Current,1427358.47,INR,Active,Verified,2025-05-29 12:13:28
ACC_0254,CUST_0710,Savings,821192.01,INR,Active,Verified,2026-01-30 18:03:43
ACC_0255,CUST_0054,Current,1333902.68,INR,Active,Verified,2025-11-04 18:50:08
ACC_0256,CUST_0910,Savings,1273700.42,INR,Active,Verified,2025-04-10 23:27:40
ACC_0257,CUST_0069,CreditCard,1440582.08,INR,Active,Verified,2025-07-17 00:33:04
ACC_0258,CUST_0228,Current,1086437.35,INR,Active,Verified,2025-09-30 02:59:57
ACC_0259,CUST_0839,CreditCard,55722.33,INR,Active,Verified,2025-12-24 23:12:43
ACC_0260,CUST_0968,Savings,53925.18,INR,Active,Verified,2025-07-05 12:47:26
ACC_0261,CUST_0325,CreditCard,813032.77,INR,Active,Verified,2025-11-03 08:54:42
ACC_0262,CUST_0850,CreditCard,153961.25,INR,Active,Verified,2025-08-14 01:11:11
ACC_0263,CUST_0995,Savings,772410.9,INR,Active,Verified,2025-10-04 00:07:30
ACC_0264,CUST_0146,Savings,150373.83,INR,Active,Verified,2026-03-10 16:57:34
ACC_0265,CUST_0936,Current,1406284.27,INR,Active,Verified,2025-05-05 04:36:15
ACC_0266,CUST_0220,CreditCard,778262.15,INR,Active,Verified,2026-03-17 20:20:01
ACC_0267,CUST_0523,Current,121473.7,INR,Active,Verified,2025-10-25 16:50:02
ACC_0268,CUST_0980,CreditCard,1256954.29,INR,Active,Verified,2025-11-20 19:13:31
ACC_0269,CUST_0267,Savings,988596.14,INR,Active,Verified,2026-03-24 09:16:46
ACC_0270,CUST_0225,Current,393001.67,INR,Active,Verified,2025-06-26 17:02:52
ACC_0271,CUST_0290,Current,595704.91,INR,Active,Verified,2025-12-16 11:54:45
ACC_0272,CUST_0759,CreditCard,1087050.31,INR,Active,Verified,2025-10-08 14:08:41
ACC_0273,CUST_0479,Savings,953567.78,INR,Active,Verified,2025-07-27 06:41:47
ACC_0274,CUST_0720,CreditCard,486955.93,INR,Active,Verified,2025-09-11 08:43:21
ACC_0275,CUST_0028,Savings,109909.51,INR,Active,Verified,2026-01-15 16:46:04
ACC_0276,CUST_0397,Savings,301212.16,INR,Active,Verified,2025-08-28 12:20:14
ACC_0277,CUST_0885,CreditCard,706922.4,INR,Active,Verified,2025-04-24 11:15:29
ACC_0278,CUST_0580,Current,199951.15,INR,Active,Verified,2026-01-16 16:31:44
ACC_0279,CUST_0839,Savings,746241.08,INR,Active,Verified,2025-12-24 23:12:43
ACC_0280,CUST_0076,CreditCard,1326869.73,INR,Active,Verified,2025-05-01 13:23:48
ACC_0281,CUST_0801,CreditCard,1151391.02,INR,Active,Verified,2025-08-21 08:02:04
ACC_0282,CUST_0434,Savings,63452.8,INR,Active,Verified,2025-07-08 20:44:02
ACC_0283,CUST_0334,Current,1237564.11,INR,Active,Verified,2025-08-21 23:49:02
ACC_0284,CUST_0724,CreditCard,745870.56,INR,Active,Verified,2025-12-24 05:47:53
ACC_0285,CUST_0463,Savings,897622.22,INR,Active,Verified,2025-06-23 18:33:36
ACC_0286,CUST_0325,Current,441457.43,INR,Active,Verified,2025-11-03 08:54:42
ACC_0287,CUST_0595,CreditCard,340550.99,INR,Active,Verified,2026-02-26 10:57:31
ACC_0288,CUST_0593,Savings,1083136.57,INR,Active,Verified,2025-10-04 08:41:12
ACC_0289,CUST_0819,Current,1174610.68,INR,Active,Verified,2025-09-02 12:55:33
ACC_0290,CUST_0633,Current,1473904.02,INR,Active,Verified,2026-02-04 09:00:05
ACC_0291,CUST_0495,CreditCard,966179.5,INR,Active,Verified,2026-02-16 07:22:15
ACC_0292,CUST_0453,Savings,162694.8,INR,Active,Verified,2026-01-12 19:54:42
ACC_0293,CUST_0683,CreditCard,1402407.9,INR,Active,Verified,2025-09-20 02:29:27
ACC_0294,CUST_0706,Current,986401.3,INR,Active,Verified,2026-01-28 06:39:24
ACC_0295,CUST_0184,Savings,383012.59,INR,Active,Verified,2025-05-03 13:52:18
ACC_0296,CUST_0227,CreditCard,506879.16,INR,Active,Verified,2025-09-16 10:16:07
ACC_0297,CUST_0428,Savings,1225257.6,INR,Active,Verified,2025-10-08 12:24:22
ACC_0298,CUST_0824,Savings,230364.44,INR,Active,Verified,2026-02-22 01:41:16
