transaction_id,card_id,account_id,terminal_id,amount,currency,transaction_timestamp,transaction_type,response_code,channel,ip_address,is_fraud,fraud_label_method
TXN_0000022,CARD_0027,ACC_0873,TERM_0186,825.39,INR,2026-04-30 13:12:03,Transfer,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000023,CARD_0876,ACC_0179,TERM_0288,249.69,INR,2026-04-28 02:28:31,POS,00,Swipe,0.0.0.0,False,None
TXN_0000024,CARD_0991,ACC_0333,TERM_0034,46.26,INR,2026-04-20 13:52:33,Online,00,CNP,192.168.243.64,False,None
TXN_0000025,CARD_1109,ACC_0403,TERM_0209,169.37,INR,2026-05-17 00:26:09,POS,00,Swipe,0.0.0.0,False,None
TXN_0000026,CARD_1033,ACC_0605,TERM_0215,296.72,INR,2026-05-13 16:31:14,Transfer,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000027,CARD_0730,ACC_1099,TERM_0005,2796.63,INR,2026-04-12 19:13:09,Online,00,CNP,192.168.176.117,False,None
TXN_0000028,CARD_0999,ACC_0971,TERM_0267,1826.36,INR,2026-04-06 10:27:07,ATM,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000029,CARD_1268,ACC_0343,TERM_0280,2664.52,INR,2026-05-08 00:39:56,POS,00,Swipe,0.0.0.0,False,None
TXN_0000030,CARD_1208,ACC_0060,TERM_0150,974.16,INR,2026-04-20 19:09:16,ATM,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000031,CARD_0358,ACC_0576,TERM_0011,63.48,INR,2026-05-16 03:46:03,Online,00,CNP,192.168.103.77,False,None
TXN_0000032,CARD_0265,ACC_0870,TERM_0202,465.04,INR,2026-05-05 23:35:22,Online,00,CNP,192.168.202.177,False,None
TXN_0000033,CARD_0569,ACC_0118,TERM_0027,28.81,INR,2026-05-18 00:05:04,ATM,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000034,CARD_0899,ACC_0687,TERM_0074,179.33,INR,2026-04-02 23:03:19,POS,00,Swipe,0.0.0.0,False,None
TXN_0000035,CARD_0138,ACC_1040,TERM_0066,126.1,INR,2026-05-24 13:25:47,POS,00,Swipe,0.0.0.0,False,None
TXN_0000036,CARD_0707,ACC_0930,TERM_0004,869.77,INR,2026-04-03 20:00:54,POS,00,Swipe,0.0.0.0,False,None
TXN_0000037,CARD_0034,ACC_0770,TERM_0054,2960.07,INR,2026-04-17 11:03:00,POS,00,Swipe,0.0.0.0,False,None
TXN_0000038,CARD_1054,ACC_0907,TERM_0130,4864.07,INR,2026-05-13 15:16:28,Online,00,CNP,192.168.150.93,False,None
TXN_0000039,CARD_0584,ACC_0901,TERM_0113,2617.96,INR,2026-05-26 10:29:17,POS,00,Swipe,0.0.0.0,False,None
TXN_0000040,CARD_1001,ACC_0663,TERM_0267,340.63,INR,2026-04-03 22:24:05,ATM,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000041,CARD_0333,ACC_0453,TERM_0216,274.55,INR,2026-05-23 10:05:56,Transfer,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000042,CARD_0228,ACC_0285,TERM_0138,981.49,INR,2026-05-03 03:24:17,POS,00,Swipe,0.0.0.0,False,None
TXN_0000043,CARD_1285,ACC_0993,TERM_0233,379.06,INR,2026-04-27 11:54:46,Online,00,CNP,192.168.72.193,False,None
TXN_0000044,CARD_1000,ACC_0171,TERM_0028,1568.86,INR,2026-05-08 07:24:31,POS,00,Swipe,0.0.0.0,False,None
TXN_0000045,CARD_0603,ACC_0399,TERM_0203,655.39,INR,2026-04-19 00:22:19,Online,00,CNP,192.168.254.196,False,None
TXN_0000046,CARD_0420,ACC_1195,TERM_0279,1760.13,INR,2026-04-12 02:28:59,Online,00,CNP,192.168.1.200,False,None
TXN_0000047,CARD_0874,ACC_0677,TERM_0250,1622.73,INR,2026-04-27 12:46:02,ATM,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000048,CARD_0203,ACC_1183,TERM_0123,1566.14,INR,2026-05-04 12:17:21,Online,00,CNP,192.168.181.169,False,None
TXN_0000049,CARD_0769,ACC_0229,TERM_0100,1548.03,INR,2026-05-07 12:25:51,ATM,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000050,CARD_0622,ACC_0889,TERM_0126,1362.54,INR,2026-04-21 08:16:21,POS,00,Swipe,0.0.0.0,False,None
TXN_0000051,CARD_0173,ACC_0842,TERM_0010,1105.41,INR,2026-04-30 09:04:22,Online,00,CNP,192.168.115.181,False,None
TXN_0000052,CARD_0040,ACC_0425,TERM_0062,556.67,INR,2026-04-22 02:22:01,POS,00,Swipe,0.0.0.0,False,None
TXN_0000053,CARD_1021,ACC_1040,TERM_0188,2340.48,INR,2026-05-16 06:33:41,POS,00,Swipe,0.0.0.0,False,None
TXN_0000054,CARD_0395,ACC_0679,TERM_0228,64656.68,INR,2026-04-05 02:35:35,POS,00,Swipe,0.0.0.0,False,None
TXN_0000055,CARD_0168,ACC_0183,TERM_0142,2089.04,INR,2026-04-13 05:25:10,POS,00,Swipe,0.0.0.0,False,None
TXN_0000056,CARD_0855,ACC_0501,TERM_0131,2572.15,INR,2026-04-21 05:32:19,Online,00,CNP,192.168.135.117,False,None
TXN_0000057,CARD_0625,ACC_0175,TERM_0121,84444.76,INR,2026-04-30 03:49:10,Online,51,CNP,192.168.240.223,False,None
TXN_0000058,CARD_0559,ACC_0329,TERM_0049,56.12,INR,2026-05-22 20:48:18,Online,00,CNP,192.168.136.30,False,None
TXN_0000059,CARD_1054,ACC_0907,TERM_0165,563.12,INR,2026-04-03 02:26:08,POS,00,Swipe,0.0.0.0,False,None
TXN_0000060,CARD_0283,ACC_0932,TERM_0045,175.13,INR,2026-04-30 04:23:23,POS,00,Swipe,0.0.0.0,False,None
TXN_0000061,CARD_0303,ACC_0732,TERM_0024,463.7,INR,2026-04-02 11:14:58,POS,00,Swipe,0.0.0.0,False,None
TXN_0000062,CARD_0410,ACC_0406,TERM_0098,1545.82,INR,2026-05-14 19:43:50,Transfer,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000063,CARD_0737,ACC_0934,TERM_0257,2972.65,INR,2026-05-01 21:30:12,POS,00,Swipe,0.0.0.0,False,None
TXN_0000064,CARD_1264,ACC_0588,TERM_0294,240.42,INR,2026-04-21 03:21:43,POS,00,Swipe,0.0.0.0,False,None
TXN_0000065,CARD_0344,ACC_0435,TERM_0091,2695.09,INR,2026-04-24 01:51:39,Online,00,CNP,192.168.19.157,False,None
TXN_0000066,CARD_0606,ACC_0200,TERM_0295,420.62,INR,2026-04-08 16:48:50,Transfer,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000067,CARD_0234,ACC_0916,TERM_0006,140.15,INR,2026-04-29 17:43:49,ATM,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000068,CARD_1126,ACC_0740,TERM_0222,1289.46,INR,2026-05-01 18:48:22,Online,00,CNP,192.168.133.245,False,None
TXN_0000069,CARD_0497,ACC_0309,TERM_0049,1567.44,INR,2026-05-21 00:33:46,POS,00,Swipe,0.0.0.0,False,None
TXN_0000070,CARD_1072,ACC_1187,TERM_0054,2531.15,INR,2026-05-06 17:07:08,Online,00,CNP,192.168.235.213,False,None
TXN_0000071,CARD_0201,ACC_0889,TERM_0160,619.15,INR,2026-04-25 22:40:04,Online,00,CNP,192.168.250.3,False,None
TXN_0000072,CARD_0504,ACC_0038,TERM_0219,2255.02,INR,2026-05-22 23:33:41,POS,00,Swipe,0.0.0.0,False,None
TXN_0000073,CARD_0141,ACC_0658,TERM_0106,1763.78,INR,2026-05-16 16:03:58,Online,00,CNP,192.168.157.24,False,None
TXN_0000074,CARD_0946,ACC_0200,TERM_0131,672.02,INR,2026-04-16 14:09:51,POS,00,Swipe,0.0.0.0,False,None
TXN_0000075,CARD_1289,ACC_0117,TERM_0177,796.79,INR,2026-04-26 02:58:43,Online,00,CNP,192.168.164.220,False,None
TXN_0000076,CARD_0858,ACC_0591,TERM_0105,838.07,INR,2026-05-26 09:49:27,Transfer,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000077,CARD_0877,ACC_0868,TERM_0258,2995.67,INR,2026-05-04 18:20:38,POS,00,Swipe,0.0.0.0,False,None
TXN_0000078,CARD_0923,ACC_0945,TERM_0187,83.85,INR,2026-04-12 04:15:23,Transfer,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000079,CARD_0601,ACC_0444,TERM_0112,221.97,INR,2026-04-24 21:04:21,Online,00,CNP,192.168.131.128,False,None
TXN_0000080,CARD_0276,ACC_0423,TERM_0230,1207.68,INR,2026-04-17 17:57:14,POS,51,Swipe,0.0.0.0,False,None
TXN_0000081,CARD_0682,ACC_0494,TERM_0230,3397.74,INR,2026-04-04 15:02:08,POS,00,Swipe,0.0.0.0,False,None
TXN_0000082,CARD_0478,ACC_0297,TERM_0008,2039.95,INR,2026-05-09 11:03:21,Online,00,CNP,192.168.193.154,False,None
TXN_0000083,CARD_0127,ACC_0235,TERM_0243,204.56,INR,2026-05-16 16:06:01,POS,00,Swipe,0.0.0.0,False,None
TXN_0000084,CARD_0563,ACC_0861,TERM_0257,190.65,INR,2026-04-22 12:21:10,POS,00,Swipe,0.0.0.0,False,None
TXN_0000085,CARD_0318,ACC_1103,TERM_0285,494.98,INR,2026-05-14 14:08:46,Online,00,CNP,192.168.223.64,False,None
TXN_0000086,CARD_0198,ACC_0932,TERM_0204,5355.74,INR,2026-04-23 05:10:43,POS,00,Swipe,0.0.0.0,False,None
TXN_0000087,CARD_1105,ACC_0308,TERM_0137,1565.42,INR,2026-05-07 13:50:09,Online,00,CNP,192.168.110.48,False,None
TXN_0000088,CARD_0600,ACC_0683,TERM_0214,2640.15,INR,2026-05-05 16:03:33,Transfer,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000089,CARD_0026,ACC_0138,TERM_0252,442.51,INR,2026-05-18 05:11:29,Online,00,CNP,192.168.251.207,False,None
TXN_0000090,CARD_0843,ACC_1152,TERM_0095,883.13,INR,2026-04-13 21:46:34,Online,00,CNP,192.168.12.40,False,None
TXN_0000091,CARD_1276,ACC_0093,TERM_0183,303.95,INR,2026-04-21 06:58:12,ATM,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000092,CARD_1251,ACC_0608,TERM_0258,2481.24,INR,2026-04-29 23:02:06,Online,00,CNP,192.168.202.62,False,None
TXN_0000093,CARD_0468,ACC_1159,TERM_0202,796.3,INR,2026-04-23 16:08:01,POS,00,Swipe,0.0.0.0,False,None
TXN_0000094,CARD_1215,ACC_0816,TERM_0036,4636.57,INR,2026-05-10 07:16:32,Online,00,CNP,192.168.192.156,False,None
TXN_0000095,CARD_0655,ACC_0028,TERM_0182,987.45,INR,2026-05-19 16:08:14,Online,00,CNP,192.168.29.110,False,None
TXN_0000096,CARD_0949,ACC_0069,TERM_0230,667.88,INR,2026-05-13 10:31:57,POS,00,Swipe,0.0.0.0,False,None
TXN_0000097,CARD_0128,ACC_0820,TERM_0022,1588.34,INR,2026-05-17 09:05:47,Online,00,CNP,192.168.82.227,False,None
TXN_0000098,CARD_0807,ACC_0360,TERM_0132,418.02,INR,2026-05-12 01:05:57,ATM,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000099,CARD_0142,ACC_0206,TERM_0222,4206.26,INR,2026-04-13 06:03:51,Online,00,CNP,192.168.38.55,False,None
TXN_0000100,CARD_0212,ACC_0525,TERM_0236,1269.71,INR,2026-04-17 14:22:31,Transfer,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000101,CARD_0720,ACC_0456,TERM_0169,84037.18,INR,2026-04-28 04:26:54,Online,00,CNP,192.168.129.104,False,None
TXN_0000102,CARD_0742,ACC_0326,TERM_0093,568.97,INR,2026-04-19 02:15:39,Online,00,CNP,192.168.58.110,False,None
TXN_0000103,CARD_0100,ACC_0939,TERM_0205,2063.95,INR,2026-04-06 15:18:22,Online,00,CNP,192.168.96.110,False,None
TXN_0000104,CARD_0622,ACC_0889,TERM_0221,763.09,INR,2026-04-15 16:38:35,Transfer,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000105,CARD_0788,ACC_0226,TERM_0123,2595.74,INR,2026-05-20 05:08:28,POS,00,Swipe,0.0.0.0,False,None
TXN_0000106,CARD_0712,ACC_0831,TERM_0155,2660.57,INR,2026-04-02 13:12:57,POS,00,Swipe,0.0.0.0,False,None
TXN_0000107,CARD_0997,ACC_0940,TERM_0217,3372.15,INR,2026-04-09 17:44:18,Transfer,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000108,CARD_0039,ACC_0331,TERM_0221,1341.58,INR,2026-05-12 04:42:22,Transfer,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000109,CARD_0297,ACC_0837,TERM_0228,644.66,INR,2026-04-05 01:34:58,POS,00,Swipe,0.0.0.0,False,None
TXN_0000110,CARD_0386,ACC_0767,TERM_0098,3015.36,INR,2026-04-21 05:21:39,Transfer,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000111,CARD_0249,ACC_0977,TERM_0182,91.22,INR,2026-04-23 04:10:46,POS,00,Swipe,0.0.0.0,False,None
TXN_0000112,CARD_0704,ACC_0059,TERM_0040,1616.39,INR,2026-05-22 20:54:45,ATM,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000113,CARD_0956,ACC_0482,TERM_0200,135.08,INR,2026-04-15 08:53:10,Online,00,CNP,192.168.24.172,False,None
TXN_0000114,CARD_0036,ACC_0197,TERM_0041,143.34,INR,2026-05-09 04:09:43,ATM,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000115,CARD_1237,ACC_0432,TERM_0115,220.49,INR,2026-05-09 10:55:07,ATM,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000116,CARD_1043,ACC_0008,TERM_0270,132.25,INR,2026-04-18 14:08:02,ATM,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000117,CARD_0830,ACC_0636,TERM_0102,1701.93,INR,2026-04-23 12:18:49,POS,00,Swipe,0.0.0.0,False,None
TXN_0000118,CARD_0035,ACC_0667,TERM_0056,912.89,INR,2026-05-21 08:05:07,ATM,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000119,CARD_0688,ACC_0283,TERM_0276,794.08,INR,2026-04-27 04:33:59,POS,00,Swipe,0.0.0.0,False,None
TXN_0000120,CARD_0502,ACC_0144,TERM_0288,10748.26,INR,2026-05-02 07:19:35,POS,00,Swipe,0.0.0.0,False,None
TXN_0000121,CARD_0883,ACC_0033,TERM_0284,54.89,INR,2026-04-14 07:18:58,Online,00,CNP,192.168.248.168,False,None
TXN_0000122,CARD_0638,ACC_0178,TERM_0123,921.89,INR,2026-04-02 12:36:06,POS,00,Swipe,0.0.0.0,False,None
TXN_0000123,CARD_0416,ACC_0778,TERM_0274,128.68,INR,2026-04-23 07:22:00,Online,00,CNP,192.168.27.158,False,None
TXN_0000124,CARD_0189,ACC_0362,TERM_0128,717.97,INR,2026-04-13 20:39:30,POS,00,Swipe,0.0.0.0,False,None
TXN_0000125,CARD_0050,ACC_1093,TERM_0182,1352.41,INR,2026-04-16 18:40:44,Online,00,CNP,192.168.246.95,False,None
TXN_0000126,CARD_0193,ACC_0769,TERM_0055,6275.34,INR,2026-05-07 13:16:23,Online,00,CNP,192.168.47.120,False,None
TXN_0000127,CARD_0922,ACC_0729,TERM_0122,468.6,INR,2026-04-03 18:46:48,POS,00,Swipe,0.0.0.0,False,None
TXN_0000128,CARD_1288,ACC_0015,TERM_0244,3735.1,INR,2026-04-08 23:50:52,Online,00,CNP,192.168.176.38,False,None
TXN_0000129,CARD_0656,ACC_0518,TERM_0270,423.52,INR,2026-04-07 19:01:32,ATM,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000130,CARD_1287,ACC_0030,TERM_0260,13.97,INR,2026-05-01 07:24:53,Online,00,CNP,192.168.206.169,False,None
TXN_0000131,CARD_1195,ACC_0716,TERM_0281,382.95,INR,2026-04-10 18:59:37,Transfer,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000132,CARD_0069,ACC_1114,TERM_0291,3990.76,INR,2026-04-11 16:21:24,Online,00,CNP,192.168.94.119,False,None
TXN_0000133,CARD_0649,ACC_0260,TERM_0119,210.59,INR,2026-05-22 03:41:32,POS,00,Swipe,0.0.0.0,False,None
TXN_0000134,CARD_0596,ACC_0355,TERM_0279,460.3,INR,2026-04-19 18:33:40,POS,00,Swipe,0.0.0.0,False,None
TXN_0000135,CARD_1280,ACC_0262,TERM_0174,1294.09,INR,2026-04-01 03:04:32,POS,00,Swipe,0.0.0.0,False,None
TXN_0000136,CARD_0046,ACC_1132,TERM_0265,817.97,INR,2026-04-01 01:52:12,POS,00,Swipe,0.0.0.0,False,None
TXN_0000137,CARD_0149,ACC_0822,TERM_0225,914.14,INR,2026-05-11 21:47:19,Online,51,CNP,192.168.160.249,False,None
TXN_0000138,CARD_0863,ACC_1075,TERM_0157,3074.63,INR,2026-05-20 17:29:06,POS,00,Swipe,0.0.0.0,False,None
TXN_0000139,CARD_1294,ACC_0249,TERM_0287,679.07,INR,2026-04-14 16:49:16,Online,00,CNP,192.168.28.83,False,None
TXN_0000140,CARD_0052,ACC_0681,TERM_0246,220.0,INR,2026-04-27 19:45:50,Transfer,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000141,CARD_0777,ACC_0009,TERM_0150,4010.05,INR,2026-04-05 09:10:03,ATM,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000142,CARD_0150,ACC_1118,TERM_0088,151.06,INR,2026-04-11 21:13:10,ATM,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000143,CARD_1218,ACC_0725,TERM_0233,1647.29,INR,2026-04-11 18:14:00,Online,00,CNP,192.168.165.231,False,None
TXN_0000144,CARD_1268,ACC_0343,TERM_0143,968.29,INR,2026-05-24 10:08:50,POS,00,Swipe,0.0.0.0,False,None
TXN_0000145,CARD_0792,ACC_1175,TERM_0273,3869.59,INR,2026-05-16 23:25:13,ATM,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000146,CARD_0184,ACC_0116,TERM_0077,1275.04,INR,2026-04-09 04:14:40,POS,00,Swipe,0.0.0.0,False,None
TXN_0000147,CARD_0445,ACC_0581,TERM_0271,42.96,INR,2026-04-13 05:06:57,Online,00,CNP,192.168.45.172,False,None
TXN_0000148,CARD_0786,ACC_0495,TERM_0199,1940.99,INR,2026-04-21 00:58:15,POS,05,Swipe,0.0.0.0,False,None
TXN_0000149,CARD_0969,ACC_0572,TERM_0071,504.74,INR,2026-04-14 19:49:45,Online,00,CNP,192.168.222.145,False,None
TXN_0000150,CARD_0016,ACC_1144,TERM_0281,728.65,INR,2026-04-17 04:38:26,Transfer,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000151,CARD_0563,ACC_0861,TERM_0222,1325.99,INR,2026-04-28 23:35:22,Online,00,CNP,192.168.155.43,False,None
TXN_0000152,CARD_0149,ACC_0822,TERM_0125,1743.36,INR,2026-05-14 12:33:43,Online,00,CNP,192.168.168.118,False,None
TXN_0000153,CARD_0309,ACC_0685,TERM_0186,1091.34,INR,2026-04-03 02:55:35,Transfer,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000154,CARD_0678,ACC_0648,TERM_0153,625.98,INR,2026-04-07 04:27:31,Online,00,CNP,192.168.130.205,False,None
TXN_0000155,CARD_0692,ACC_1063,TERM_0083,1427.4,INR,2026-04-26 06:05:23,POS,00,Swipe,0.0.0.0,False,None
TXN_0000156,CARD_0975,ACC_0955,TERM_0090,3523.11,INR,2026-05-24 12:25:45,Online,00,CNP,192.168.198.106,False,None
TXN_0000157,CARD_0557,ACC_0714,TERM_0147,5574.34,INR,2026-04-30 05:16:11,POS,00,Swipe,0.0.0.0,False,None
TXN_0000158,CARD_0549,ACC_0199,TERM_0108,406.87,INR,2026-05-10 23:52:56,POS,00,Swipe,0.0.0.0,False,None
TXN_0000159,CARD_0737,ACC_0934,TERM_0125,260.37,INR,2026-05-25 04:20:54,POS,00,Swipe,0.0.0.0,False,None
TXN_0000160,CARD_0313,ACC_0955,TERM_0049,346.65,INR,2026-04-30 19:03:43,Online,00,CNP,192.168.148.167,False,None
TXN_0000161,CARD_0914,ACC_0041,TERM_0013,228.91,INR,2026-04-04 00:48:05,Online,00,CNP,192.168.16.69,False,None
TXN_0000162,CARD_0197,ACC_0394,TERM_0271,2233.81,INR,2026-04-12 08:09:09,Online,00,CNP,192.168.77.35,False,None
TXN_0000163,CARD_0212,ACC_0525,TERM_0225,2811.59,INR,2026-04-26 21:56:28,POS,00,Swipe,0.0.0.0,False,None
TXN_0000164,CARD_0566,ACC_0440,TERM_0258,2793.83,INR,2026-04-03 01:13:54,POS,00,Swipe,0.0.0.0,False,None
TXN_0000165,CARD_1097,ACC_1146,TERM_0274,285.42,INR,2026-05-06 08:08:09,POS,00,Swipe,0.0.0.0,False,None
TXN_0000166,CARD_0707,ACC_0930,TERM_0006,655.04,INR,2026-04-22 20:44:17,ATM,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000167,CARD_0198,ACC_0932,TERM_0299,3611.2,INR,2026-04-20 03:13:52,POS,00,Swipe,0.0.0.0,False,None
TXN_0000168,CARD_0351,ACC_0462,TERM_0280,452.89,INR,2026-04-02 03:30:01,POS,00,Swipe,0.0.0.0,False,None
TXN_0000169,CARD_0990,ACC_0809,TERM_0200,2687.61,INR,2026-05-02 05:25:16,Online,00,CNP,192.168.101.110,False,None
TXN_0000170,CARD_0187,ACC_0604,TERM_0293,2725.3,INR,2026-05-18 13:19:44,POS,00,Swipe,0.0.0.0,False,None
TXN_0000171,CARD_0922,ACC_0729,TERM_0157,838.34,INR,2026-05-07 00:23:34,Online,00,CNP,192.168.64.86,False,None
TXN_0000172,CARD_0127,ACC_0235,TERM_0252,1074.21,INR,2026-05-01 12:04:23,Online,00,CNP,192.168.177.83,False,None
TXN_0000173,CARD_0931,ACC_0622,TERM_0030,32.85,INR,2026-04-05 22:17:18,ATM,51,Chip-and-PIN,0.0.0.0,False,None
TXN_0000174,CARD_0119,ACC_0446,TERM_0021,150.76,INR,2026-05-13 20:35:20,POS,00,Swipe,0.0.0.0,False,None
TXN_0000175,CARD_0777,ACC_0009,TERM_0165,498.09,INR,2026-05-11 04:54:30,POS,00,Swipe,0.0.0.0,False,None
TXN_0000176,CARD_0697,ACC_0242,TERM_0028,3243.31,INR,2026-04-16 21:11:53,Online,00,CNP,192.168.234.93,False,None
TXN_0000177,CARD_1130,ACC_0923,TERM_0068,1465.14,INR,2026-05-05 11:10:17,Online,00,CNP,192.168.27.28,False,None
TXN_0000178,CARD_0174,ACC_1109,TERM_0061,141.64,INR,2026-04-22 05:06:20,Online,00,CNP,192.168.253.12,False,None
TXN_0000179,CARD_1141,ACC_0997,TERM_0028,300.12,INR,2026-04-26 11:32:25,POS,00,Swipe,0.0.0.0,False,None
TXN_0000180,CARD_0935,ACC_0705,TERM_0125,2631.49,INR,2026-04-20 16:12:58,POS,00,Swipe,0.0.0.0,False,None
TXN_0000181,CARD_0730,ACC_1099,TERM_0164,4381.84,INR,2026-04-25 23:53:32,POS,00,Swipe,0.0.0.0,False,None
TXN_0000182,CARD_0492,ACC_0983,TERM_0005,186.57,INR,2026-04-07 10:55:37,POS,00,Swipe,0.0.0.0,False,None
TXN_0000183,CARD_0158,ACC_1140,TERM_0053,57.06,INR,2026-05-20 10:23:09,POS,00,Swipe,0.0.0.0,False,None
TXN_0000184,CARD_0408,ACC_0115,TERM_0197,448.89,INR,2026-04-12 22:22:01,POS,00,Swipe,0.0.0.0,False,None
TXN_0000185,CARD_0885,ACC_0590,TERM_0056,1124.78,INR,2026-05-08 22:10:09,ATM,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000186,CARD_1078,ACC_0072,TERM_0001,1245.88,INR,2026-04-02 02:09:12,Online,00,CNP,192.168.102.99,False,None
TXN_0000187,CARD_0751,ACC_1151,TERM_0168,1555.78,INR,2026-04-03 10:54:46,Online,00,CNP,192.168.161.192,False,None
TXN_0000188,CARD_0089,ACC_1138,TERM_0087,717.19,INR,2026-05-04 17:53:46,ATM,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000189,CARD_0670,ACC_0995,TERM_0041,3805.34,INR,2026-04-24 12:29:08,ATM,00,Chip-and-PIN,0.0.0.0,False,None
TXN_0000190,CARD_1076,ACC_0540,TERM_0087,61.3,INR,2026-04-04 21:29:06,ATM,00,Chip-and-PIN,0.0.0.0,False,None
