ticket_id,customer_id,created_timestamp,issue_category,ticket_status,customer_sentiment_rating
TICKET_0025,CUST_0873,2026-03-20 00:00:00,Refund Status,In Progress,1
TICKET_0026,CUST_0833,2026-03-18 00:00:00,Refund Status,Resolved,2
TICKET_0027,CUST_0372,2026-04-21 00:00:00,Delivery Delay,Resolved,1
TICKET_0028,CUST_0885,2026-04-03 00:00:00,Payment Failed,In Progress,4
TICKET_0029,CUST_0407,2026-03-17 00:00:00,Refund Status,Resolved,3
TICKET_0030,CUST_0176,2026-05-19 00:00:00,Account Lock,Resolved,2
TICKET_0031,CUST_0185,2026-04-06 00:00:00,Payment Failed,Resolved,3
TICKET_0032,CUST_0608,2026-03-01 00:00:00,Refund Status,In Progress,4
TICKET_0033,CUST_0493,2026-03-08 00:00:00,Delivery Delay,Resolved,4
TICKET_0034,CUST_0033,2026-02-13 00:00:00,Delivery Delay,Resolved,1
TICKET_0035,CUST_0963,2026-04-10 00:00:00,Refund Status,Resolved,5
TICKET_0036,CUST_0452,2026-05-20 00:00:00,Account Lock,Resolved,4
TICKET_0037,CUST_0784,2026-04-08 00:00:00,Account Lock,Resolved,3
TICKET_0038,CUST_0463,2026-04-15 00:00:00,Payment Failed,Resolved,4
TICKET_0039,CUST_0449,2026-04-15 00:00:00,Delivery Delay,Resolved,3
TICKET_0040,CUST_0596,2026-05-20 00:00:00,Payment Failed,Resolved,4
TICKET_0041,CUST_0976,2026-05-15 00:00:00,Account Lock,Open,5
TICKET_0042,CUST_0151,2026-05-20 00:00:00,Delivery Delay,Resolved,4
TICKET_0043,CUST_0886,2026-02-23 00:00:00,Payment Failed,Resolved,3
TICKET_0044,CUST_0413,2026-04-26 00:00:00,Payment Failed,Resolved,3
TICKET_0045,CUST_0675,2026-04-21 00:00:00,Refund Status,Resolved,4
TICKET_0046,CUST_0165,2026-05-19 00:00:00,Payment Failed,Resolved,1
TICKET_0047,CUST_0952,2026-03-29 00:00:00,Payment Failed,Resolved,3
TICKET_0048,CUST_0720,2026-02-28 00:00:00,Delivery Delay,Resolved,3
TICKET_0049,CUST_0679,2026-03-06 00:00:00,Delivery Delay,Resolved,1
TICKET_0050,CUST_0571,2026-03-10 00:00:00,Refund Status,Open,2
TICKET_0051,CUST_0252,2026-04-03 00:00:00,Delivery Delay,Resolved,2
TICKET_0052,CUST_0415,2026-03-17 00:00:00,Delivery Delay,Resolved,2
TICKET_0053,CUST_0900,2026-02-18 00:00:00,Refund Status,In Progress,1
TICKET_0054,CUST_0260,2026-04-24 00:00:00,Account Lock,In Progress,2
TICKET_0055,CUST_0047,2026-03-18 00:00:00,Refund Status,Resolved,4
TICKET_0056,CUST_0821,2026-03-14 00:00:00,Refund Status,Resolved,2
TICKET_0057,CUST_0127,2026-05-06 00:00:00,Payment Failed,Resolved,2
TICKET_0058,CUST_0040,2026-03-22 00:00:00,Delivery Delay,In Progress,4
TICKET_0059,CUST_0238,2026-04-14 00:00:00,Account Lock,Resolved,4
TICKET_0060,CUST_0025,2026-02-20 00:00:00,Account Lock,Resolved,4
TICKET_0061,CUST_0300,2026-05-07 00:00:00,Account Lock,Resolved,1
TICKET_0062,CUST_0467,2026-03-01 00:00:00,Refund Status,Resolved,5
TICKET_0063,CUST_0582,2026-03-19 00:00:00,Account Lock,Resolved,2
TICKET_0064,CUST_0108,2026-03-07 00:00:00,Refund Status,Resolved,5
TICKET_0065,CUST_0229,2026-04-17 00:00:00,Account Lock,Resolved,2
TICKET_0066,CUST_0585,2026-03-10 00:00:00,Account Lock,Resolved,3
TICKET_0067,CUST_0395,2026-04-23 00:00:00,Refund Status,In Progress,3
TICKET_0068,CUST_0681,2026-03-06 00:00:00,Payment Failed,Resolved,4
TICKET_0069,CUST_0260,2026-05-01 00:00:00,Account Lock,Resolved,3
TICKET_0070,CUST_0807,2026-04-28 00:00:00,Refund Status,Resolved,3
TICKET_0071,CUST_0304,2026-02-25 00:00:00,Delivery Delay,Resolved,5
TICKET_0072,CUST_0172,2026-03-03 00:00:00,Delivery Delay,Resolved,4
TICKET_0073,CUST_0840,2026-04-19 00:00:00,Refund Status,Resolved,1
TICKET_0074,CUST_0660,2026-04-30 00:00:00,Payment Failed,Resolved,4
TICKET_0075,CUST_0631,2026-04-02 00:00:00,Payment Failed,Resolved,2
TICKET_0076,CUST_0763,2026-04-19 00:00:00,Delivery Delay,Resolved,5
TICKET_0077,CUST_0543,2026-03-30 00:00:00,Payment Failed,Resolved,3
TICKET_0078,CUST_0226,2026-03-19 00:00:00,Payment Failed,Resolved,2
TICKET_0079,CUST_0912,2026-02-12 00:00:00,Refund Status,Resolved,1
TICKET_0080,CUST_0025,2026-03-03 00:00:00,Account Lock,Resolved,1
TICKET_0081,CUST_0091,2026-05-02 00:00:00,Refund Status,Open,4
TICKET_0082,CUST_0635,2026-02-23 00:00:00,Refund Status,Resolved,1
TICKET_0083,CUST_0470,2026-03-04 00:00:00,Delivery Delay,Resolved,2
TICKET_0084,CUST_0764,2026-04-07 00:00:00,Payment Failed,Resolved,1
TICKET_0085,CUST_0455,2026-02-24 00:00:00,Refund Status,Resolved,4
TICKET_0086,CUST_0328,2026-02-19 00:00:00,Refund Status,Resolved,1
TICKET_0087,CUST_0953,2026-05-11 00:00:00,Delivery Delay,In Progress,2
TICKET_0088,CUST_0520,2026-03-07 00:00:00,Payment Failed,Open,4
TICKET_0089,CUST_0742,2026-05-10 00:00:00,Payment Failed,Resolved,2
TICKET_0090,CUST_0354,2026-03-01 00:00:00,Account Lock,Resolved,5
TICKET_0091,CUST_0733,2026-04-13 00:00:00,Delivery Delay,Resolved,5
TICKET_0092,CUST_0707,2026-03-18 00:00:00,Account Lock,Resolved,2
TICKET_0093,CUST_0460,2026-03-20 00:00:00,Delivery Delay,Resolved,3
TICKET_0094,CUST_0054,2026-02-23 00:00:00,Delivery Delay,In Progress,4
TICKET_0095,CUST_0601,2026-03-09 00:00:00,Payment Failed,Resolved,2
TICKET_0096,CUST_0101,2026-04-29 00:00:00,Payment Failed,Resolved,5
TICKET_0097,CUST_0757,2026-04-30 00:00:00,Payment Failed,Resolved,5
TICKET_0098,CUST_0087,2026-04-13 00:00:00,Refund Status,Resolved,5
TICKET_0099,CUST_0645,2026-02-16 00:00:00,Account Lock,Resolved,4
TICKET_0100,CUST_0657,2026-04-24 00:00:00,Refund Status,In Progress,2
TICKET_0101,CUST_0969,2026-04-27 00:00:00,Refund Status,In Progress,5
TICKET_0102,CUST_0535,2026-04-02 00:00:00,Account Lock,Resolved,2
TICKET_0103,CUST_1000,2026-05-01 00:00:00,Account Lock,Resolved,5
TICKET_0104,CUST_0928,2026-02-27 00:00:00,Delivery Delay,Resolved,2
TICKET_0105,CUST_0987,2026-02-11 00:00:00,Account Lock,Resolved,5
TICKET_0106,CUST_0130,2026-03-21 00:00:00,Refund Status,Resolved,2
TICKET_0107,CUST_0966,2026-03-13 00:00:00,Payment Failed,Resolved,5
TICKET_0108,CUST_0450,2026-02-26 00:00:00,Refund Status,Resolved,5
TICKET_0109,CUST_0899,2026-04-09 00:00:00,Account Lock,Open,3
TICKET_0110,CUST_0239,2026-04-01 00:00:00,Delivery Delay,Resolved,3
TICKET_0111,CUST_0606,2026-05-09 00:00:00,Delivery Delay,Resolved,1
TICKET_0112,CUST_0605,2026-05-04 00:00:00,Payment Failed,Resolved,1
TICKET_0113,CUST_0192,2026-03-13 00:00:00,Delivery Delay,Resolved,2
TICKET_0114,CUST_0095,2026-04-10 00:00:00,Refund Status,Resolved,4
TICKET_0115,CUST_0259,2026-03-16 00:00:00,Account Lock,Resolved,4
TICKET_0116,CUST_0683,2026-03-05 00:00:00,Account Lock,Resolved,3
TICKET_0117,CUST_0925,2026-02-25 00:00:00,Payment Failed,Resolved,3
TICKET_0118,CUST_0568,2026-02-10 00:00:00,Payment Failed,Resolved,4
TICKET_0119,CUST_0814,2026-03-26 00:00:00,Refund Status,Resolved,1
TICKET_0120,CUST_0216,2026-03-05 00:00:00,Payment Failed,Resolved,4
TICKET_0121,CUST_0042,2026-04-20 00:00:00,Delivery Delay,Resolved,4
TICKET_0122,CUST_0208,2026-03-23 00:00:00,Account Lock,Resolved,2
TICKET_0123,CUST_0603,2026-03-10 00:00:00,Account Lock,In Progress,4
TICKET_0124,CUST_0656,2026-05-20 00:00:00,Payment Failed,Resolved,2
TICKET_0125,CUST_0412,2026-02-24 00:00:00,Account Lock,Resolved,3
TICKET_0126,CUST_0330,2026-02-18 00:00:00,Refund Status,In Progress,1
TICKET_0127,CUST_0445,2026-03-19 00:00:00,Delivery Delay,Resolved,5
TICKET_0128,CUST_0312,2026-04-06 00:00:00,Account Lock,Resolved,5
TICKET_0129,CUST_0225,2026-04-12 00:00:00,Delivery Delay,Resolved,4
TICKET_0130,CUST_0820,2026-03-11 00:00:00,Delivery Delay,Resolved,1
TICKET_0131,CUST_0584,2026-04-08 00:00:00,Account Lock,Resolved,2
TICKET_0132,CUST_0191,2026-02-21 00:00:00,Payment Failed,Resolved,5
TICKET_0133,CUST_0012,2026-02-10 00:00:00,Payment Failed,Resolved,4
TICKET_0134,CUST_0134,2026-02-26 00:00:00,Refund Status,Resolved,3
TICKET_0135,CUST_0333,2026-03-24 00:00:00,Refund Status,Resolved,3
TICKET_0136,CUST_0242,2026-04-30 00:00:00,Payment Failed,Resolved,5
TICKET_0137,CUST_0818,2026-05-01 00:00:00,Account Lock,Resolved,3
TICKET_0138,CUST_0783,2026-03-26 00:00:00,Delivery Delay,Resolved,3
TICKET_0139,CUST_0356,2026-03-02 00:00:00,Account Lock,Resolved,1
TICKET_0140,CUST_0876,2026-05-08 00:00:00,Account Lock,Resolved,4
TICKET_0141,CUST_0922,2026-05-15 00:00:00,Delivery Delay,Resolved,4
TICKET_0142,CUST_0496,2026-04-27 00:00:00,Refund Status,Resolved,4
TICKET_0143,CUST_0146,2026-02-17 00:00:00,Account Lock,Resolved,2
TICKET_0144,CUST_0511,2026-02-26 00:00:00,Account Lock,Resolved,5
TICKET_0145,CUST_0744,2026-04-18 00:00:00,Delivery Delay,Resolved,4
TICKET_0146,CUST_0074,2026-03-14 00:00:00,Payment Failed,Resolved,2
TICKET_0147,CUST_0069,2026-04-11 00:00:00,Payment Failed,Resolved,1
TICKET_0148,CUST_0955,2026-05-03 00:00:00,Payment Failed,Resolved,5
TICKET_0149,CUST_0494,2026-03-23 00:00:00,Refund Status,Resolved,2
TICKET_0150,CUST_0426,2026-04-05 00:00:00,Delivery Delay,Resolved,4
TICKET_0151,CUST_0020,2026-04-05 00:00:00,Account Lock,Resolved,4
TICKET_0152,CUST_0080,2026-04-11 00:00:00,Payment Failed,Resolved,3
TICKET_0153,CUST_0665,2026-02-25 00:00:00,Delivery Delay,Resolved,1
TICKET_0154,CUST_0227,2026-04-25 00:00:00,Account Lock,Resolved,2
TICKET_0155,CUST_0133,2026-02-20 00:00:00,Refund Status,Resolved,1
TICKET_0156,CUST_0028,2026-02-18 00:00:00,Delivery Delay,Resolved,3
TICKET_0157,CUST_0428,2026-04-22 00:00:00,Payment Failed,Resolved,4
TICKET_0158,CUST_0763,2026-04-16 00:00:00,Delivery Delay,Resolved,2
TICKET_0159,CUST_0943,2026-02-11 00:00:00,Account Lock,Resolved,4
TICKET_0160,CUST_0823,2026-05-20 00:00:00,Payment Failed,Open,1
TICKET_0161,CUST_0787,2026-05-11 00:00:00,Delivery Delay,Resolved,3
TICKET_0162,CUST_0358,2026-05-04 00:00:00,Refund Status,Resolved,4
TICKET_0163,CUST_0390,2026-05-07 00:00:00,Delivery Delay,Resolved,5
TICKET_0164,CUST_0479,2026-05-03 00:00:00,Delivery Delay,Resolved,3
TICKET_0165,CUST_0985,2026-04-28 00:00:00,Account Lock,Resolved,1
TICKET_0166,CUST_0229,2026-03-08 00:00:00,Delivery Delay,In Progress,1
TICKET_0167,CUST_0300,2026-04-08 00:00:00,Account Lock,In Progress,3
TICKET_0168,CUST_0865,2026-03-25 00:00:00,Payment Failed,Resolved,3
TICKET_0169,CUST_0523,2026-03-13 00:00:00,Payment Failed,Resolved,3
TICKET_0170,CUST_0156,2026-05-06 00:00:00,Refund Status,Resolved,1
TICKET_0171,CUST_0432,2026-04-10 00:00:00,Refund Status,Resolved,1
TICKET_0172,CUST_0164,2026-03-04 00:00:00,Account Lock,Resolved,1
TICKET_0173,CUST_0119,2026-02-11 00:00:00,Refund Status,Resolved,1
TICKET_0174,CUST_0344,2026-02-11 00:00:00,Refund Status,Resolved,4
TICKET_0175,CUST_0095,2026-02-27 00:00:00,Account Lock,Resolved,5
TICKET_0176,CUST_0992,2026-05-17 00:00:00,Refund Status,Resolved,3
TICKET_0177,CUST_0749,2026-02-14 00:00:00,Refund Status,Resolved,5
TICKET_0178,CUST_0601,2026-04-08 00:00:00,Account Lock,Resolved,5
TICKET_0179,CUST_0579,2026-04-06 00:00:00,Account Lock,Open,3
TICKET_0180,CUST_0530,2026-04-25 00:00:00,Delivery Delay,Resolved,4
TICKET_0181,CUST_0626,2026-03-15 00:00:00,Refund Status,Resolved,5
TICKET_0182,CUST_0885,2026-05-01 00:00:00,Delivery Delay,Resolved,1
TICKET_0183,CUST_0296,2026-03-30 00:00:00,Payment Failed,Resolved,1
TICKET_0184,CUST_0230,2026-02-17 00:00:00,Delivery Delay,Resolved,4
TICKET_0185,CUST_0531,2026-05-14 00:00:00,Delivery Delay,Resolved,5
TICKET_0186,CUST_0470,2026-05-11 00:00:00,Account Lock,Resolved,1
TICKET_0187,CUST_0841,2026-04-30 00:00:00,Account Lock,Resolved,2
TICKET_0188,CUST_0620,2026-03-21 00:00:00,Account Lock,Resolved,5
TICKET_0189,CUST_0700,2026-03-14 00:00:00,Refund Status,Resolved,4
TICKET_0190,CUST_0073,2026-03-22 00:00:00,Delivery Delay,Resolved,2
TICKET_0191,CUST_0062,2026-05-20 00:00:00,Account Lock,Resolved,1
TICKET_0192,CUST_0138,2026-03-30 00:00:00,Payment Failed,Resolved,1
TICKET_0193,CUST_0236,2026-04-10 00:00:00,Delivery Delay,Resolved,2
TICKET_0194,CUST_0656,2026-05-03 00:00:00,Delivery Delay,In Progress,4
TICKET_0195,CUST_0569,2026-04-15 00:00:00,Payment Failed,Resolved,2
TICKET_0196,CUST_0588,2026-05-06 00:00:00,Delivery Delay,Resolved,5
TICKET_0197,CUST_0184,2026-03-21 00:00:00,Refund Status,Resolved,2
TICKET_0198,CUST_0614,2026-04-02 00:00:00,Account Lock,Resolved,2
TICKET_0199,CUST_0868,2026-04-07 00:00:00,Refund Status,Resolved,2
TICKET_0200,CUST_0877,2026-03-16 00:00:00,Payment Failed,Resolved,4
TICKET_0201,CUST_0697,2026-02-12 00:00:00,Refund Status,Resolved,3
TICKET_0202,CUST_0637,2026-05-06 00:00:00,Payment Failed,Resolved,3
TICKET_0203,CUST_0051,2026-05-15 00:00:00,Refund Status,Resolved,4
TICKET_0204,CUST_0465,2026-03-27 00:00:00,Account Lock,Resolved,1
TICKET_0205,CUST_0770,2026-03-23 00:00:00,Payment Failed,Resolved,1
TICKET_0206,CUST_0944,2026-03-07 00:00:00,Delivery Delay,Resolved,1
TICKET_0207,CUST_0177,2026-04-30 00:00:00,Account Lock,Resolved,3
TICKET_0208,CUST_0237,2026-04-03 00:00:00,Payment Failed,Resolved,1
TICKET_0209,CUST_0548,2026-04-17 00:00:00,Payment Failed,Resolved,3
TICKET_0210,CUST_0659,2026-03-23 00:00:00,Account Lock,Resolved,1
TICKET_0211,CUST_0668,2026-04-13 00:00:00,Delivery Delay,Resolved,5
TICKET_0212,CUST_0114,2026-05-20 00:00:00,Payment Failed,Resolved,3
TICKET_0213,CUST_0707,2026-04-01 00:00:00,Refund Status,Resolved,1
TICKET_0214,CUST_0466,2026-05-18 00:00:00,Refund Status,Resolved,5
TICKET_0215,CUST_0934,2026-02-27 00:00:00,Account Lock,Resolved,2
TICKET_0216,CUST_0721,2026-05-04 00:00:00,Payment Failed,Resolved,3
TICKET_0217,CUST_0159,2026-03-11 00:00:00,Refund Status,Resolved,1
TICKET_0218,CUST_0962,2026-03-20 00:00:00,Refund Status,Resolved,3
TICKET_0219,CUST_0814,2026-02-28 00:00:00,Delivery Delay,Resolved,3
TICKET_0220,CUST_0418,2026-03-27 00:00:00,Account Lock,Resolved,4
TICKET_0221,CUST_0362,2026-05-04 00:00:00,Refund Status,Resolved,1
TICKET_0222,CUST_0534,2026-03-22 00:00:00,Payment Failed,Resolved,4
TICKET_0223,CUST_0689,2026-05-07 00:00:00,Payment Failed,Resolved,4
TICKET_0224,CUST_0289,2026-04-20 00:00:00,Delivery Delay,Resolved,5
TICKET_0225,CUST_0921,2026-02-19 00:00:00,Refund Status,Resolved,1
TICKET_0226,CUST_0788,2026-05-21 00:00:00,Account Lock,Resolved,4
TICKET_0227,CUST_0378,2026-04-24 00:00:00,Account Lock,Resolved,2
TICKET_0228,CUST_0912,2026-02-11 00:00:00,Refund Status,Resolved,2
TICKET_0229,CUST_0165,2026-05-13 00:00:00,Account Lock,Resolved,2
TICKET_0230,CUST_0147,2026-04-28 00:00:00,Refund Status,Resolved,4
TICKET_0231,CUST_0986,2026-04-29 00:00:00,Delivery Delay,Resolved,5
TICKET_0232,CUST_0845,2026-04-07 00:00:00,Delivery Delay,In Progress,5
TICKET_0233,CUST_0248,2026-03-20 00:00:00,Refund Status,In Progress,4
TICKET_0234,CUST_0892,2026-02-26 00:00:00,Delivery Delay,Resolved,2
TICKET_0235,CUST_0191,2026-04-19 00:00:00,Refund Status,Resolved,1
TICKET_0236,CUST_0390,2026-02-19 00:00:00,Payment Failed,Resolved,2
TICKET_0237,CUST_0773,2026-03-25 00:00:00,Delivery Delay,Resolved,5
TICKET_0238,CUST_0631,2026-03-15 00:00:00,Account Lock,Resolved,4
TICKET_0239,CUST_0853,2026-02-16 00:00:00,Account Lock,Resolved,3
TICKET_0240,CUST_0896,2026-04-08 00:00:00,Payment Failed,In Progress,1
TICKET_0241,CUST_0928,2026-03-13 00:00:00,Refund Status,Resolved,3
TICKET_0242,CUST_0580,2026-03-15 00:00:00,Refund Status,Resolved,4
TICKET_0243,CUST_0158,2026-03-09 00:00:00,Payment Failed,Resolved,3
TICKET_0244,CUST_0894,2026-03-25 00:00:00,Account Lock,In Progress,2
TICKET_0245,CUST_0957,2026-02-12 00:00:00,Delivery Delay,Resolved,5
TICKET_0246,CUST_0885,2026-03-13 00:00:00,Refund Status,Resolved,1
TICKET_0247,CUST_0615,2026-03-21 00:00:00,Payment Failed,Resolved,3
TICKET_0248,CUST_0722,2026-03-05 00:00:00,Account Lock,Resolved,3
TICKET_0249,CUST_0464,2026-03-04 00:00:00,Delivery Delay,Resolved,5
TICKET_0250,CUST_0096,2026-05-05 00:00:00,Payment Failed,Resolved,1
TICKET_0251,CUST_0484,2026-02-12 00:00:00,Delivery Delay,Resolved,1
TICKET_0252,CUST_0213,2026-05-14 00:00:00,Account Lock,Resolved,3
TICKET_0253,CUST_0344,2026-05-16 00:00:00,Payment Failed,Resolved,4
TICKET_0254,CUST_0830,2026-03-11 00:00:00,Account Lock,Resolved,5
TICKET_0255,CUST_0304,2026-05-17 00:00:00,Payment Failed,Resolved,2
TICKET_0256,CUST_0855,2026-03-19 00:00:00,Payment Failed,Open,5
TICKET_0257,CUST_0613,2026-05-07 00:00:00,Refund Status,Resolved,4
TICKET_0258,CUST_0805,2026-05-01 00:00:00,Refund Status,Resolved,5
TICKET_0259,CUST_0861,2026-05-12 00:00:00,Account Lock,Resolved,5
TICKET_0260,CUST_0178,2026-02-24 00:00:00,Refund Status,Resolved,5
TICKET_0261,CUST_0716,2026-04-12 00:00:00,Refund Status,Resolved,1
TICKET_0262,CUST_0362,2026-02-23 00:00:00,Account Lock,Resolved,4
TICKET_0263,CUST_0866,2026-02-19 00:00:00,Refund Status,Resolved,4
TICKET_0264,CUST_0673,2026-05-03 00:00:00,Account Lock,Resolved,1
TICKET_0265,CUST_0156,2026-04-24 00:00:00,Refund Status,Resolved,4
TICKET_0266,CUST_0288,2026-03-16 00:00:00,Account Lock,Resolved,5
TICKET_0267,CUST_0867,2026-05-12 00:00:00,Delivery Delay,Resolved,2
TICKET_0268,CUST_0673,2026-03-17 00:00:00,Payment Failed,Open,2
TICKET_0269,CUST_0733,2026-04-05 00:00:00,Account Lock,Resolved,3
TICKET_0270,CUST_0130,2026-05-09 00:00:00,Account Lock,Resolved,3
TICKET_0271,CUST_0510,2026-04-18 00:00:00,Payment Failed,Resolved,2
TICKET_0272,CUST_0848,2026-03-17 00:00:00,Payment Failed,Resolved,4
TICKET_0273,CUST_0264,2026-04-30 00:00:00,Payment Failed,Resolved,4
TICKET_0274,CUST_0472,2026-03-18 00:00:00,Refund Status,Resolved,1
TICKET_0275,CUST_0488,2026-05-05 00:00:00,Payment Failed,Resolved,4
TICKET_0276,CUST_0851,2026-05-07 00:00:00,Account Lock,Resolved,5
TICKET_0277,CUST_0109,2026-04-12 00:00:00,Payment Failed,Resolved,1
TICKET_0278,CUST_0217,2026-04-06 00:00:00,Refund Status,In Progress,2
TICKET_0279,CUST_0397,2026-02-10 00:00:00,Refund Status,Resolved,1
TICKET_0280,CUST_0401,2026-04-01 00:00:00,Payment Failed,Resolved,1
TICKET_0281,CUST_0038,2026-04-26 00:00:00,Payment Failed,Resolved,5
TICKET_0282,CUST_0788,2026-04-30 00:00:00,Delivery Delay,Resolved,1
TICKET_0283,CUST_0870,2026-03-18 00:00:00,Delivery Delay,Resolved,3
TICKET_0284,CUST_0647,2026-03-02 00:00:00,Payment Failed,Resolved,5
TICKET_0285,CUST_0017,2026-05-12 00:00:00,Payment Failed,Resolved,4
TICKET_0286,CUST_0833,2026-04-04 00:00:00,Account Lock,Resolved,5
TICKET_0287,CUST_0005,2026-03-12 00:00:00,Refund Status,Resolved,1
TICKET_0288,CUST_0652,2026-05-21 00:00:00,Account Lock,Resolved,1
TICKET_0289,CUST_0111,2026-04-21 00:00:00,Account Lock,Resolved,3
TICKET_0290,CUST_0535,2026-04-02 00:00:00,Refund Status,Resolved,4
TICKET_0291,CUST_1000,2026-04-13 00:00:00,Payment Failed,Resolved,5
TICKET_0292,CUST_0512,2026-04-11 00:00:00,Account Lock,Resolved,1
TICKET_0293,CUST_0750,2026-03-28 00:00:00,Account Lock,Resolved,4
TICKET_0294,CUST_0795,2026-04-22 00:00:00,Payment Failed,Resolved,1
TICKET_0295,CUST_0124,2026-03-14 00:00:00,Payment Failed,Resolved,5
TICKET_0296,CUST_0357,2026-03-16 00:00:00,Refund Status,In Progress,1
TICKET_0297,CUST_0690,2026-05-20 00:00:00,Refund Status,Resolved,5
TICKET_0298,CUST_0193,2026-04-28 00:00:00,Delivery Delay,Resolved,5
TICKET_0299,CUST_0423,2026-02-15 00:00:00,Account Lock,Resolved,4
TICKET_0300,CUST_0236,2026-03-13 00:00:00,Account Lock,Resolved,2
TICKET_0301,CUST_0903,2026-02-22 00:00:00,Refund Status,Open,5
TICKET_0302,CUST_0302,2026-05-17 00:00:00,Refund Status,Resolved,4
TICKET_0303,CUST_0157,2026-05-10 00:00:00,Payment Failed,Resolved,3
TICKET_0304,CUST_0945,2026-04-16 00:00:00,Account Lock,Resolved,5
TICKET_0305,CUST_0148,2026-04-13 00:00:00,Refund Status,In Progress,5
TICKET_0306,CUST_0355,2026-04-14 00:00:00,Refund Status,Resolved,5
TICKET_0307,CUST_0538,2026-03-10 00:00:00,Refund Status,Resolved,1
TICKET_0308,CUST_0491,2026-02-10 00:00:00,Account Lock,Resolved,4
TICKET_0309,CUST_0696,2026-04-13 00:00:00,Delivery Delay,Resolved,5
TICKET_0310,CUST_0420,2026-05-20 00:00:00,Refund Status,Resolved,1
TICKET_0311,CUST_0553,2026-04-06 00:00:00,Refund Status,Resolved,5
TICKET_0312,CUST_0152,2026-05-07 00:00:00,Delivery Delay,Resolved,5
TICKET_0313,CUST_0422,2026-05-14 00:00:00,Refund Status,Resolved,4
TICKET_0314,CUST_0224,2026-04-13 00:00:00,Payment Failed,Resolved,1
TICKET_0315,CUST_0482,2026-04-09 00:00:00,Refund Status,Resolved,2
TICKET_0316,CUST_0751,2026-04-05 00:00:00,Delivery Delay,Resolved,3
TICKET_0317,CUST_0216,2026-03-06 00:00:00,Account Lock,Resolved,4
TICKET_0318,CUST_0577,2026-04-17 00:00:00,Delivery Delay,Resolved,1
TICKET_0319,CUST_0381,2026-03-10 00:00:00,Payment Failed,Resolved,5
TICKET_0320,CUST_0622,2026-05-15 00:00:00,Payment Failed,Resolved,2
TICKET_0321,CUST_0154,2026-03-29 00:00:00,Delivery Delay,Resolved,5
TICKET_0322,CUST_0429,2026-04-15 00:00:00,Refund Status,Resolved,1
TICKET_0323,CUST_0088,2026-02-22 00:00:00,Account Lock,Resolved,3
TICKET_0324,CUST_0366,2026-03-12 00:00:00,Payment Failed,Resolved,5
TICKET_0325,CUST_0775,2026-02-15 00:00:00,Payment Failed,Resolved,3
TICKET_0326,CUST_0279,2026-02-12 00:00:00,Payment Failed,Resolved,2
TICKET_0327,CUST_0309,2026-04-12 00:00:00,Delivery Delay,Resolved,1
TICKET_0328,CUST_0574,2026-02-21 00:00:00,Delivery Delay,Resolved,1
TICKET_0329,CUST_0792,2026-05-11 00:00:00,Refund Status,Resolved,2
TICKET_0330,CUST_0596,2026-03-26 00:00:00,Payment Failed,Resolved,1
TICKET_0331,CUST_0128,2026-02-15 00:00:00,Account Lock,In Progress,4
TICKET_0332,CUST_0295,2026-04-21 00:00:00,Refund Status,Resolved,1
TICKET_0333,CUST_0486,2026-04-07 00:00:00,Payment Failed,Resolved,4
TICKET_0334,CUST_0194,2026-04-12 00:00:00,Refund Status,Resolved,2
